# version: 0.0.0-273-g79ef90c-dirty
# well_width: 1.3
# ff: 0.3
# N: 17
# walls: 0
# cell dimensions: (6.19164, 6.19164, 6.19164)
# seed: 3
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 96
# min_T: 0.2
# fractional_sample_error after initialization: 0.00653563
# min_important_energy after initialization: 80

# histogram method: oetmmc
# init_iter_limit: 28900000
# iterations: 28900000
# working moves: 271498029
# total moves: 491300000
# acceptance rate: 0.552611

# energy	samples
41  0
42  2883500
43  1530366
44  964608
45  649030
46  452268
47  324378
48  238246
49  178460
50  135939
51  104964
52  81877
53  64959
54  51933
55  42010
56  34167
57  27979
58  23032
59  19035
60  15827
61  13247
62  11245
63  9547
64  8087
65  6879
66  5770
67  4936
68  4236
69  3572
70  2968
71  2390
72  1852
73  1412
74  1114
75  757
76  416
77  197
78  68
79  30
80  22
81  2
