# version: 0.0.0-138-g2c17df3-dirty
# well_width: 1.3
# ff: 0.3
# N: 23
# walls: 0
# cell dimensions: (6.84802, 6.84802, 6.84802)
# seed: 3
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 132
# min_T: 0.2
# fractional_sample_error after initialization: 0.0142007
# min_important_energy after initialization: 114

# histogram method: simple flat
# init_iter_limit: 52900000
# iterations: 52900000
# working moves: 584150307
# total moves: 1216700000
# acceptance rate: 0.48011

# energy	samples
55  0
56  2907723
57  1578989
58  1036913
59  732236
60  535714
61  402023
62  308048
63  240159
64  190064
65  152253
66  123681
67  101253
68  83782
69  69756
70  58513
71  49516
72  42314
73  36306
74  31324
75  27229
76  23606
77  20749
78  18264
79  16099
80  14259
81  12611
82  11247
83  10056
84  8968
85  8009
86  7171
87  6427
88  5780
89  5207
90  4727
91  4272
92  3852
93  3481
94  3137
95  2855
96  2577
97  2301
98  2065
99  1821
100  1566
101  1357
102  1171
103  985
104  840
105  700
106  594
107  509
108  393
109  314
110  246
111  200
112  161
113  130
114  117
115  86
116  61
