# version: 0.0.0-211-g3ba4c9d-dirty
# well_width: 1.3
# ff: 0.3
# N: 13
# walls: 0
# cell dimensions: (5.662, 5.662, 5.662)
# seed: 20
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 72
# min_T: 0.2
# fractional_sample_error after initialization: 0.00454169
# min_important_energy after initialization: 58

# histogram method: tmmc
# init_iter_limit: 16900000
# iterations: 16900000
# working moves: 115237685
# total moves: 219700000
# acceptance rate: 0.524523

# min_important_energy: 58

# energy   counts
17  2
18  11
19  34
20  249
21  1763
22  9694
23  41634
24  149384
25  442842
26  1087433
27  2206646
28  3777617
29  5466595
30  6712912
31  7086621
32  7097628
33  7126924
34  7134377
35  7130029
36  7152409
37  7135377
38  7116381
39  7135747
40  7121557
41  7153717
42  7192722
43  7215149
44  7261460
45  7325715
46  7312501
47  7271359
48  7222228
49  7209108
50  7138627
51  7155379
52  7209654
53  7304777
54  7286865
55  7241742
56  6778192
57  6764584
58  6522355
