# version: 0.0.0-273-g79ef90c-dirty
# well_width: 1.3
# ff: 0.3
# N: 16
# walls: 0
# cell dimensions: (6.06777, 6.06777, 6.06777)
# seed: 20
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 96
# min_T: 0.2
# fractional_sample_error after initialization: 0.00805873
# min_important_energy after initialization: 76

# histogram method: oetmmc
# init_iter_limit: 25600000
# iterations: 25600000
# working moves: 229335012
# total moves: 409600000
# acceptance rate: 0.5599

# min_important_energy: 76

# energy   counts
25  32
26  169
27  1307
28  6855
29  31663
30  124136
31  398086
32  1065832
33  2430908
34  4774552
35  8118435
36  11984935
37  15432571
38  17429422
39  17350929
40  16689591
41  16074222
42  15520528
43  15028390
44  14569473
45  14149278
46  13760076
47  13432530
48  13145870
49  12815533
50  12489071
51  12326750
52  12045242
53  11785022
54  11721433
55  11692237
56  11482288
57  11067473
58  10748018
59  10697962
60  11058103
61  10741990
62  7940128
63  6519376
64  4844617
65  7941213
66  3688681
67  5803497
68  3987517
69  2801268
70  2967807
71  586378
72  41257
73  88424
74  103772
75  71170
76  10114
77  8259
78  5610
