2.55	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0	0
2.65	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0	0
2.75	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0	0
2.85	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0	0
2.95	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0	0
3.05	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0	0
3.15	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0	0
3.25	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0	0
3.35	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0	0
3.45	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0	0
3.55	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0	0
3.65	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0	0
3.75	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0	0
3.85	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0	0
3.95	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0	0
4.05	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0	0.00892148
4.15	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0	0.022571
4.25	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0	0.0318095
4.35	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0	0.0381538
4.45	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0	0.0425701
4.55	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0	0.0456929
4.65	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0	0.0479408
4.75	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0	0.0495869
4.85	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0	0.0508392
4.95	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0	0.0518289
5.05	0	-nan	0	-nan	0	-nan	0	-nan	0	0.014299	0.052668
5.15	0	-nan	0	-nan	0	-nan	0	-nan	0	0.0363699	0.0534406
5.25	0	-nan	0	-nan	0	-nan	0	-nan	0	0.0514969	0.0542178
5.35	0	-nan	0	-nan	0	-nan	0	-nan	0	0.0620419	0.0550777
5.45	0	-nan	0	-nan	0	-nan	0	-nan	0	0.0695165	0.0560996
5.55	0	-nan	0	-nan	0	-nan	0	-nan	0	0.0749189	0.0573637
5.65	0	-nan	0	-nan	0	-nan	0	-nan	0	0.0789109	0.058961
5.75	0	-nan	0	-nan	0	-nan	0	-nan	0	0.0819259	0.0609844
5.85	0	-nan	0	-nan	0	-nan	0	-nan	0	0.0842974	0.0634596
5.95	0	-nan	0.264875	-nan	0.264226	-nan	0.261273	-nan	0.254717	0.0862362	0.0663482
6.05	0.449611	0.264308	0.564742	0.262251	0.569221	0.262463	0.568545	0.255994	0.560656	0.0879251	0.0695385
6.15	0.314992	0.271595	0.576638	0.271253	0.559282	0.270835	0.568242	0.265572	0.556481	0.0895022	0.0727904
6.25	0.227102	0.283083	0.513551	0.278304	0.503963	0.279611	0.495558	0.274135	0.488048	0.0910859	0.075841
6.35	0.167988	0.301837	0.439889	0.288724	0.424587	0.287289	0.426792	0.284004	0.414374	0.0928081	0.0785649
6.45	0.128047	0.306753	0.400461	0.308667	0.376954	0.30509	0.377058	0.294758	0.366141	0.0948039	0.0809502
6.55	0.101132	0.320551	0.352937	0.308532	0.35328	0.308751	0.352533	0.302362	0.343042	0.0972116	0.083023
6.65	0.082071	0.323928	0.354858	0.322428	0.361958	0.317426	0.361826	0.310674	0.351184	0.100189	0.0848321
6.75	0.0694994	0.329242	0.397802	0.331399	0.397247	0.328269	0.398708	0.320838	0.384268	0.103899	0.0864359
6.85	0.0607613	0.340691	0.447851	0.332866	0.447941	0.333053	0.44297	0.327817	0.433078	0.10839	0.0878815
6.95	0.0554826	0.350938	0.456768	0.345914	0.455377	0.341929	0.450513	0.333987	0.441332	0.113603	0.0892276
7.05	0.0526553	0.361157	0.429503	0.352953	0.415051	0.349624	0.415801	0.342256	0.405411	0.109115	0.0905151
7.15	0.0518388	0.366796	0.35794	0.355262	0.359293	0.358749	0.35423	0.350452	0.352414	0.0990283	0.0917853
7.25	0.0532644	0.347585	0.316703	0.366467	0.311498	0.367783	0.313667	0.354548	0.30371	0.0934727	0.0930854
7.35	0.0569899	0.343146	0.267894	0.364135	0.276348	0.371292	0.276003	0.362235	0.271384	0.0905939	0.0944529
7.45	0.0631354	0.372251	0.250003	0.379017	0.254296	0.379388	0.254453	0.367767	0.251089	0.0893157	0.0959076
7.55	0.0720073	0.383001	0.247896	0.387573	0.247199	0.383271	0.25163	0.371942	0.248807	0.0889811	0.0974793
7.65	0.0840002	0.383185	0.275325	0.38466	0.264068	0.380373	0.266083	0.372829	0.259851	0.0892057	0.0991699
7.75	0.0980891	0.38221	0.278649	0.380907	0.295975	0.378199	0.290969	0.369544	0.283603	0.0897824	0.100968
7.85	0.112855	0.387561	0.307163	0.373953	0.322522	0.373085	0.321979	0.36149	0.313864	0.0905527	0.102852
7.95	0.125007	0.368187	0.343225	0.364202	0.347491	0.367817	0.347716	0.355159	0.339543	0.0914666	0.104789
8.05	0.132941	0.339508	0.37768	0.350705	0.377421	0.350206	0.372547	0.343087	0.357257	0.0924617	0.102263
8.15	0.131938	0.34636	0.387168	0.337101	0.373011	0.339231	0.371241	0.331179	0.366098	0.0935083	0.0971902
8.25	0.12452	0.329297	0.37964	0.331088	0.376912	0.331254	0.376187	0.326965	0.36759	0.0946002	0.0941705
8.35	0.115232	0.330376	0.389949	0.328987	0.378403	0.330265	0.38025	0.324298	0.366431	0.0957038	0.0924746
8.45	0.106238	0.337479	0.379371	0.333199	0.377246	0.331125	0.375305	0.324913	0.366084	0.0967503	0.0916388
8.55	0.0979975	0.331596	0.379683	0.338172	0.378178	0.333056	0.380315	0.327756	0.366629	0.0976846	0.0913588
8.65	0.0914076	0.338628	0.379087	0.340901	0.375918	0.338452	0.378477	0.33059	0.36623	0.0983866	0.0914472
8.75	0.0862717	0.344927	0.35118	0.339838	0.366058	0.340306	0.36803	0.332598	0.36305	0.0987073	0.0917808
8.85	0.0826348	0.347892	0.368872	0.348805	0.365511	0.347927	0.363779	0.33652	0.35994	0.0985655	0.0922758
8.95	0.0806384	0.344338	0.362312	0.345741	0.358987	0.348096	0.359069	0.339805	0.351798	0.0979463	0.0928785
9.05	0.0796273	0.362174	0.346048	0.352703	0.349861	0.352054	0.35261	0.341229	0.342619	0.0969232	0.0935524
9.15	0.080058	0.338511	0.343112	0.346983	0.338631	0.350498	0.337868	0.34429	0.332419	0.0957532	0.0942645
9.25	0.0820239	0.343105	0.316575	0.356885	0.332918	0.35673	0.331751	0.347698	0.325232	0.0947171	0.0949877
9.35	0.0845032	0.355077	0.32426	0.359928	0.325175	0.36065	0.325004	0.350602	0.321959	0.0939529	0.0956891
9.45	0.088236	0.358828	0.318511	0.361055	0.326677	0.359719	0.325499	0.350328	0.320116	0.0934702	0.096321
9.55	0.0924265	0.360476	0.338143	0.357479	0.329816	0.356821	0.327846	0.34998	0.321203	0.0932387	0.0968386
9.65	0.0965005	0.363045	0.331347	0.357134	0.330725	0.357298	0.333299	0.348592	0.324817	0.0932241	0.0971891
9.75	0.100093	0.360632	0.334321	0.357339	0.335747	0.35408	0.336269	0.347466	0.328191	0.0933694	0.0973043
9.85	0.102971	0.353487	0.35791	0.352606	0.348918	0.352405	0.34701	0.344201	0.333261	0.0936491	0.0971536
9.95	0.104393	0.352172	0.351859	0.352477	0.352292	0.350268	0.346331	0.340668	0.341168	0.0940066	0.0967431
10.05	0.105085	0.345626	0.359509	0.346123	0.356643	0.346062	0.357394	0.339387	0.345459	0.0944261	0.0961258
10.15	0.104141	0.341383	0.354347	0.345857	0.35408	0.344798	0.354087	0.338021	0.346983	0.0948718	0.0954332
10.25	0.102415	0.34581	0.35412	0.342719	0.353733	0.342292	0.353895	0.336668	0.349663	0.0952997	0.094824
10.35	0.0998766	0.34284	0.368392	0.342066	0.360132	0.341662	0.358718	0.336169	0.349584	0.0956774	0.0943702
10.45	0.0974117	0.340581	0.360155	0.339774	0.358841	0.340766	0.359955	0.336061	0.350433	0.0959739	0.0940825
10.55	0.095026	0.345512	0.358431	0.348111	0.358826	0.346966	0.356957	0.336187	0.349929	0.0961531	0.0939504
10.65	0.0930603	0.345019	0.353747	0.345684	0.359962	0.34495	0.357507	0.33725	0.349509	0.0962165	0.0939498
10.75	0.0916429	0.359841	0.349697	0.351734	0.359589	0.347111	0.355099	0.338812	0.346288	0.0961623	0.0940531
10.85	0.0905426	0.346381	0.353939	0.349635	0.355864	0.349302	0.354647	0.339409	0.345605	0.096002	0.0942388
10.95	0.0901358	0.348627	0.350645	0.348761	0.353576	0.350667	0.351161	0.341122	0.341748	0.0957597	0.0944774
11.05	0.0903577	0.346899	0.353747	0.344247	0.3488	0.346304	0.34724	0.341827	0.339286	0.0954726	0.0947433
11.15	0.0908236	0.343078	0.334205	0.34932	0.344481	0.349487	0.342975	0.343201	0.336932	0.0951705	0.0950199
11.25	0.0916824	0.35093	0.339184	0.353642	0.343983	0.353662	0.345347	0.344752	0.335737	0.0949119	0.0952833
11.35	0.0928189	0.35022	0.342355	0.355007	0.34093	0.353348	0.342298	0.344553	0.335668	0.0947139	0.0955013
11.45	0.0939824	0.353701	0.344732	0.354897	0.341193	0.352416	0.341089	0.344242	0.337263	0.0945878	0.0956668
11.55	0.0953269	0.352131	0.347286	0.355216	0.341264	0.3521	0.341193	0.344068	0.334599	0.094539	0.0957611
11.65	0.096526	0.352398	0.338721	0.352293	0.337541	0.351891	0.337464	0.343454	0.335765	0.0945509	0.0957805
11.75	0.0974036	0.346804	0.345685	0.347065	0.346336	0.347775	0.344789	0.342325	0.337978	0.0946205	0.0957314
11.85	0.0979091	0.346286	0.344014	0.350938	0.347497	0.348974	0.34653	0.340497	0.340269	0.094729	0.0956225
11.95	0.0981222	0.345824	0.349894	0.349476	0.349924	0.34893	0.354061	0.340785	0.342007	0.0948694	0.0954669
12.05	0.0978272	0.347342	0.343897	0.344843	0.352797	0.34621	0.351936	0.339646	0.34339	0.0950079	0.0952894
12.15	0.0973717	0.347085	0.351053	0.34789	0.349439	0.346614	0.348623	0.339072	0.344642	0.0951437	0.095111
12.25	0.0970212	0.344422	0.352028	0.348331	0.351555	0.347089	0.352816	0.340168	0.344193	0.0952697	0.0949533
12.35	0.0959743	0.347282	0.347037	0.348867	0.354727	0.347605	0.354825	0.340301	0.344544	0.0953538	0.0948329
12.45	0.095488	0.352032	0.354847	0.34737	0.3506	0.34647	0.350944	0.340009	0.342906	0.0954091	0.0947601
12.55	0.0945829	0.353997	0.3565	0.350181	0.353162	0.350423	0.350087	0.340374	0.343044	0.0954316	0.0947354
12.65	0.0940381	0.345047	0.360922	0.347049	0.356324	0.345284	0.353016	0.339877	0.343529	0.0954134	0.0947504
12.75	0.0938208	0.34755	0.335513	0.347905	0.346746	0.349249	0.34783	0.340067	0.342016	0.0953681	0.094805
12.85	0.0935324	0.344384	0.340029	0.347967	0.351024	0.347762	0.349275	0.341266	0.341565	0.0953021	0.0948851
12.95	0.0936166	0.345248	0.350607	0.347505	0.349898	0.347065	0.348788	0.341544	0.340176	0.0952193	0.0949779
13.05	0.0934794	0.356563	0.356449	0.353809	0.3487	0.352739	0.348488	0.341934	0.339944	0.0951342	0.0950704
13.15	0.0939564	0.34849	0.346999	0.350807	0.349246	0.349639	0.348331	0.341318	0.340732	0.0950604	0.095157
13.25	0.0942267	0.348315	0.349415	0.347718	0.348666	0.34764	0.347871	0.34141	0.33982	0.0949885	0.0952278
13.35	0.0945095	0.357112	0.343374	0.352536	0.346812	0.352732	0.348354	0.341775	0.3394	0.0949341	0.0952793
13.45	0.0949394	0.34774	0.350359	0.351721	0.349917	0.349478	0.347326	0.341128	0.33976	0.0949068	0.0953071
13.55	0.0953558	0.346342	0.346256	0.348627	0.346345	0.349455	0.344464	0.341664	0.338623	0.0949028	0.0953164
13.65	0.0956675	0.3519	0.356801	0.347749	0.35148	0.348042	0.351239	0.341838	0.339558	0.0949206	0.0952988
13.75	0.0961325	0.347296	0.336728	0.351075	0.345674	0.350083	0.34732	0.341305	0.339708	0.0949627	0.0952568
13.85	0.0961472	0.348906	0.354168	0.348669	0.350299	0.349317	0.348902	0.341455	0.340496	0.0950187	0.095204
13.95	0.0960575	0.34979	0.34299	0.350856	0.351003	0.349959	0.350015	0.340841	0.340784	0.0950708	0.0951527
14.05	0.0960167	0.353054	0.353591	0.350417	0.350585	0.348544	0.35174	0.340787	0.341808	0.095124	0.0950961
14.15	0.09572	0.347833	0.349641	0.347541	0.351809	0.346791	0.3518	0.340034	0.341284	0.0951685	0.0950083
14.25	0.0953755	0.343974	0.35937	0.349779	0.347655	0.349021	0.348844	0.340753	0.341928	0.0951917	0.0948757
14.35	0.0952274	0.352214	0.352213	0.349994	0.351249	0.349164	0.351534	0.340833	0.343423	0.0952152	0.094706
14.45	0.094986	0.353276	0.344129	0.351295	0.350799	0.349971	0.3484	0.340565	0.342898	0.0952193	0.0945058
14.55	0.0947987	0.355919	0.361468	0.350268	0.352208	0.351189	0.349864	0.340599	0.342901	0.0952171	0.0942714
14.65	0.0947697	0.351858	0.350683	0.348289	0.352328	0.349593	0.350417	0.341098	0.342941	0.0951999	0.0939998
14.75	0.0948892	0.351977	0.348892	0.35041	0.347662	0.348689	0.34783	0.341854	0.340955	0.0951605	0.0936883
14.85	0.0947708	0.351561	0.352733	0.350432	0.350423	0.350105	0.350833	0.342502	0.340935	0.0951192	0.0933411
14.95	0.0947539	0.357104	0.35253	0.350657	0.348528	0.348442	0.347625	0.34152	0.340475	0.0950951	0.0929525
15.05	0.0947119	0.35348	0.356002	0.351073	0.344507	0.349968	0.346942	0.341201	0.340436	0.0950631	0.0925259
15.15	0.0947318	0.345554	0.350529	0.347149	0.348083	0.348363	0.346674	0.341903	0.340725	0.0949631	0.0920552
15.25	0.0947735	0.356565	0.354005	0.353455	0.348328	0.350844	0.347024	0.341832	0.341117	0.0947776	0.0915314
15.35	0.0948878	0.348147	0.360043	0.346893	0.354646	0.347895	0.352513	0.341575	0.342677	0.0945077	0.0909635
15.45	0.094945	0.349567	0.353913	0.346431	0.352264	0.347719	0.351657	0.34123	0.344663	0.0941568	0.0903477
15.55	0.0951813	0.351242	0.361982	0.349035	0.356998	0.348479	0.354248	0.341572	0.346195	0.0937211	0.0896813
15.65	0.0951192	0.35352	0.354057	0.352176	0.359536	0.350703	0.359538	0.341571	0.349581	0.0931966	0.0889724
15.75	0.0951168	0.355207	0.368396	0.348326	0.363673	0.349177	0.362024	0.340857	0.351285	0.0925758	0.0882207
15.85	0.0954308	0.346267	0.36177	0.349609	0.362794	0.348973	0.360851	0.341562	0.354021	0.0918751	0.0874326
