# version: 0.0.0-275-g22b78b0-dirty
# well_width: 1.3
# ff: 0.3
# N: 23
# walls: 0
# cell dimensions: (6.84802, 6.84802, 6.84802)
# seed: 25
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 132
# min_T: 0.2
# fractional_sample_error after initialization: 0.00745766
# min_important_energy after initialization: 112

# histogram method: oetmmc
# init_iter_limit: 52900000
# iterations: 52900000
# working moves: 654582582
# total moves: 1216700000
# acceptance rate: 0.537998

# energy	samples
55  0
56  4825472
57  2598835
58  1686405
59  1177163
60  852043
61  632539
62  478131
63  368402
64  287955
65  228081
66  183208
67  148373
68  121459
69  100086
70  83119
71  69780
72  58805
73  49754
74  42574
75  36498
76  31396
77  27259
78  23699
79  20689
80  18082
81  15735
82  13877
83  12232
84  10800
85  9585
86  8537
87  7603
88  6828
89  6093
90  5426
91  4829
92  4323
93  3895
94  3508
95  3132
96  2739
97  2389
98  2119
99  1820
100  1579
101  1336
102  1078
103  884
104  757
105  583
106  449
107  373
108  298
109  243
110  169
111  97
112  6
