# version: 0.0.0-275-g22b78b0-dirty
# well_width: 1.3
# ff: 0.3
# N: 28
# walls: 0
# cell dimensions: (7.31209, 7.31209, 7.31209)
# seed: 10
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 168
# min_T: 0.2
# fractional_sample_error after initialization: 1
# min_important_energy after initialization: 138

# histogram method: oetmmc
# init_iter_limit: 78400000
# iterations: 78400000
# working moves: 1537445207
# total moves: 2195200000
# acceptance rate: 0.700367

# min_important_energy: 138

# energy   counts
46  13
47  59
48  276
49  869
50  3763
51  14384
52  47406
53  148705
54  417751
55  1087534
56  2592674
57  5697474
58  11543020
59  21577302
60  37232670
61  59473896
62  87876174
63  120458390
64  153135904
65  180865924
66  198614106
67  203028962
68  188110720
69  174287551
70  158020310
71  140371288
72  120994520
73  100252296
74  78910452
75  58099711
76  39583091
77  24752301
78  14158187
79  7449024
80  3620866
81  1639958
82  693173
83  277636
84  104677
85  38434
86  12834
87  4005
88  1170
89  397
90  97
91  30
92  4
93  2
94  1
95  6
97  2
98  1
