# version: 0.0.0-207-gf4e294c-dirty
# well_width: 1.3
# ff: 0.3
# N: 22
# walls: 0
# cell dimensions: (6.7473, 6.7473, 6.7473)
# seed: 10
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 132
# min_T: 0.2
# fractional_sample_error after initialization: 0.0116946
# min_important_energy after initialization: 108

# histogram method: simple flat
# init_iter_limit: 48400000
# iterations: 48400000
# working moves: 507930827
# total moves: 1064800000
# acceptance rate: 0.47702

# energy	samples
52  0
53  2725058
54  1494551
55  982959
56  695069
57  508614
58  381375
59  292298
60  227593
61  180189
62  144222
63  117145
64  96126
65  79382
66  66113
67  55641
68  46999
69  39908
70  34288
71  29389
72  25349
73  21929
74  19220
75  16763
76  14744
77  13043
78  11444
79  10054
80  8948
81  7911
82  7048
83  6302
84  5679
85  5086
86  4532
87  4094
88  3702
89  3277
90  2954
91  2645
92  2338
93  2067
94  1798
95  1531
96  1293
97  1055
98  862
99  699
100  587
101  479
102  403
103  339
104  276
105  225
106  162
107  123
108  108
109  74
110  69
