# version: 0.0.0-176-g06e7d48-dirty
# well_width: 1.3
# ff: 0.3
# N: 15
# walls: 0
# cell dimensions: (5.93863, 5.93863, 5.93863)
# seed: 8
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 84
# min_T: 0.2
# fractional_sample_error after initialization: 0.0114485
# min_important_energy after initialization: 72

# histogram method: simple flat
# init_iter_limit: 22500000
# iterations: 22500000
# working moves: 156948287
# total moves: 337500000
# acceptance rate: 0.465032

# min_important_energy: 72

# energy   counts
23  1
24  101
25  896
26  4745
27  21564
28  81920
29  256275
30  680379
31  1516231
32  2860462
33  4665968
34  6569488
35  8032361
36  8584305
37  8616191
38  8662324
39  8677935
40  8672722
41  8684663
42  8692613
43  8627143
44  8561530
45  8533549
46  8516522
47  8416944
48  8390507
49  8326989
50  8296531
51  8235311
52  8233101
53  8191301
54  8150965
55  8042526
56  7916847
57  7760765
58  7646001
59  7543976
60  7415719
61  7432053
62  7421726
63  7493139
64  7509020
65  7586355
66  7756307
67  7877859
68  8051202
69  8098685
70  8208764
71  8769966
72  9129316
73  7204527
74  2873710
