# version: 0.0.0-181-gc332745-dirty
# well_width: 1.3
# ff: 0.3
# N: 16
# walls: 0
# cell dimensions: (6.06777, 6.06777, 6.06777)
# seed: 8
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 96
# min_T: 0.2
# fractional_sample_error after initialization: 0.0187447
# min_important_energy after initialization: 75

# histogram method: tmmc
# init_iter_limit: 25600000
# iterations: 25600000
# working moves: 212643378
# total moves: 409600000
# acceptance rate: 0.519149

# energy	samples
38  0
39  1849530
40  997770
41  637687
42  433771
43  305916
44  221873
45  164839
46  125024
47  96574
48  75660
49  59907
50  48140
51  39028
52  31906
53  26297
54  21826
55  18243
56  15377
57  13049
58  11161
59  9529
60  8170
61  7034
62  6091
63  5284
64  4570
65  3918
66  3309
67  2790
68  2358
69  1849
70  1467
71  1118
72  561
73  236
74  104
75  49
76  2
77  1
78  1
