# version: 0.0.0-176-g06e7d48-dirty
# well_width: 1.3
# ff: 0.3
# N: 26
# walls: 0
# cell dimensions: (7.13368, 7.13368, 7.13368)
# seed: 8
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 156
# min_T: 0.2
# fractional_sample_error after initialization: 0.00744652
# min_important_energy after initialization: 130

# histogram method: simple flat
# init_iter_limit: 67600000
# iterations: 67600000
# working moves: 822324119
# total moves: 1757600000
# acceptance rate: 0.467868

# energy	samples
61  0
62  3646483
63  2045712
64  1367216
65  983106
66  731779
67  558069
68  434021
69  342619
70  274466
71  222303
72  182466
73  151126
74  126180
75  106406
76  90264
77  77105
78  66331
79  57386
80  49996
81  43612
82  38238
83  33777
84  29919
85  26567
86  23637
87  21040
88  18858
89  16964
90  15308
91  13757
92  12459
93  11247
94  10226
95  9301
96  8446
97  7732
98  7093
99  6491
100  5928
101  5442
102  5006
103  4642
104  4238
105  3865
106  3518
107  3244
108  3010
109  2789
110  2532
111  2307
112  2111
113  1918
114  1753
115  1596
116  1417
117  1266
118  1143
119  1027
120  926
121  832
122  735
123  643
124  553
125  454
126  369
127  294
128  210
129  131
130  64
131  39
132  32
