# version: 0.0.0-311-gfa31720-dirty
# well_width: 1.3
# ff: 0.3
# N: 14
# walls: 0
# cell dimensions: (5.80361, 5.80361, 5.80361)
# seed: 11
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 84
# min_T: 0.2
# fractional_sample_error after initialization: 0.00758683
# min_important_energy after initialization: 66

# histogram method: Wang-Landau
# wl_factor: 1
# wl_fmod: 2
# wl_threshold: 0.0526316
# wl_cutoff: 1e-08
# init_iter_limit: 19600000
# iterations: 19600000
# working moves: 133401838
# total moves: 274400000
# acceptance rate: 0.486158

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0
24  0
25  0
26  0
27  0
28  0
29  0
30  0
31  0
32  0
33  0
34  0
35  0.143116
36  0.413396
37  0.820244
38  1.34366
39  1.98976
40  2.74587
41  3.6107
42  4.59415
43  5.67105
44  6.85163
45  8.11559
46  9.46902
47  10.9111
48  12.448
49  14.0455
50  15.745
51  17.522
52  19.3948
53  21.3421
54  23.3677
55  25.4662
56  27.6308
57  29.835
58  32.1075
59  34.4725
60  36.956
61  39.5867
62  42.3874
63  45.4953
64  48.9563
65  53.0466
66  58.4889
67  63.4889
68  68.4889
69  73.4889
70  78.4889
71  83.4889
72  88.4889
73  93.4889
74  98.4889
75  103.489
76  108.489
77  113.489
78  118.489
79  123.489
80  128.489
81  133.489
82  138.489
83  143.489
