# version: 0.0.0-180-gcbcf83e-dirty
# well_width: 1.3
# ff: 0.3
# N: 17
# walls: 0
# cell dimensions: (6.19164, 6.19164, 6.19164)
# seed: 9
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 96
# min_T: 0.2
# fractional_sample_error after initialization: 0.00963868
# min_important_energy after initialization: 80

# histogram method: simple flat
# init_iter_limit: 28900000
# iterations: 28900000
# working moves: 226916571
# total moves: 491300000
# acceptance rate: 0.46187

# energy	samples
41  0
42  1569407
43  846348
44  541963
45  371059
46  262748
47  191781
48  142915
49  108891
50  84065
51  66028
52  52608
53  42431
54  34511
55  28275
56  23392
57  19481
58  16297
59  13788
60  11666
61  9849
62  8431
63  7215
64  6202
65  5376
66  4649
67  4041
68  3500
69  3061
70  2645
71  2271
72  1928
73  1616
74  1311
75  1007
76  715
77  475
78  272
79  133
80  88
81  44
82  11
83  6
