# version: 0.0.0-205-g2032787-dirty
# well_width: 1.3
# ff: 0.3
# N: 19
# walls: 0
# cell dimensions: (6.4255, 6.4255, 6.4255)
# seed: 9
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 108
# min_T: 0.2
# fractional_sample_error after initialization: 0.00294955
# min_important_energy after initialization: 88

# histogram method: Wang-Landau
# wl_factor: 0.125
# wl_fmod: 2
# wl_threshold: 3
# wl_cutoff: 1e-06
# init_iter_limit: 36100000
# iterations: 36100000
# working moves: 329080307
# total moves: 685900000
# acceptance rate: 0.479779

# energy	samples
45  0
46  2296734
47  1262322
48  823091
49  576398
50  417175
51  309902
52  235111
53  181123
54  140866
55  110976
56  88942
57  71651
58  58385
59  48138
60  39827
61  33123
62  27758
63  23186
64  19582
65  16567
66  14186
67  12041
68  10281
69  8888
70  7660
71  6651
72  5829
73  5133
74  4513
75  3969
76  3497
77  3065
78  2679
79  2311
80  1957
81  1629
82  1339
83  1053
84  803
85  586
86  423
87  325
88  244
89  187
90  168
91  129
92  71
93  14
94  5
