# version: 0.0.0-198-gb6a8735-dirty
# well_width: 1.3
# ff: 0.3
# N: 18
# walls: 0
# cell dimensions: (6.31074, 6.31074, 6.31074)
# seed: 9
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 108
# min_T: 0.2
# fractional_sample_error after initialization: 0.00353052
# min_important_energy after initialization: 90

# histogram method: tmmc
# init_iter_limit: 32400000
# iterations: 32400000
# working moves: 305406563
# total moves: 583200000
# acceptance rate: 0.523674

# energy	samples
43  0
44  2402559
45  1304548
46  842355
47  581344
48  415270
49  304726
50  228747
51  175534
52  136948
53  108210
54  86945
55  70164
56  57256
57  47172
58  39033
59  32603
60  27423
61  23185
62  19779
63  16832
64  14510
65  12506
66  10869
67  9404
68  8203
69  7173
70  6222
71  5414
72  4751
73  4126
74  3549
75  3005
76  2531
77  1995
78  1570
79  1115
80  692
81  390
82  229
83  132
84  65
85  14
86  1
