# version: 0.0.0-205-g2032787-dirty
# well_width: 1.3
# ff: 0.3
# N: 26
# walls: 0
# cell dimensions: (7.13368, 7.13368, 7.13368)
# seed: 9
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 156
# min_T: 0.2
# fractional_sample_error after initialization: 0.00244385
# min_important_energy after initialization: 127

# histogram method: Wang-Landau
# wl_factor: 0.125
# wl_fmod: 2
# wl_threshold: 3
# wl_cutoff: 1e-06
# init_iter_limit: 67600000
# iterations: 67600000
# working moves: 773520676
# total moves: 1757600000
# acceptance rate: 0.440101

# energy	samples
63  0
64  3008932
65  1627292
66  1070701
67  761969
68  563708
69  427892
70  331361
71  260735
72  207860
73  168263
74  137857
75  114116
76  95317
77  79875
78  67603
79  57544
80  49292
81  42653
82  36973
83  32296
84  28248
85  24839
86  21948
87  19445
88  17292
89  15446
90  13868
91  12470
92  11240
93  10110
94  9153
95  8298
96  7554
97  6889
98  6308
99  5792
100  5301
101  4873
102  4481
103  4166
104  3860
105  3530
106  3250
107  2992
108  2748
109  2549
110  2327
111  2139
112  1941
113  1755
114  1599
115  1457
116  1315
117  1185
118  1079
119  969
120  877
121  785
122  680
123  599
124  518
125  435
126  370
127  288
128  217
129  147
130  81
131  47
132  35
