# version: 0.0.0-198-gb6a8735-dirty
# well_width: 1.3
# ff: 0.3
# N: 21
# walls: 0
# cell dimensions: (6.64348, 6.64348, 6.64348)
# seed: 9
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 120
# min_T: 0.2
# fractional_sample_error after initialization: 0.00433146
# min_important_energy after initialization: 102

# histogram method: tmmc
# init_iter_limit: 44100000
# iterations: 44100000
# working moves: 467292115
# total moves: 926100000
# acceptance rate: 0.504581

# energy	samples
50  0
51  2888739
52  1573727
53  1029027
54  722814
55  526223
56  392813
57  299319
58  232498
59  183141
60  146308
61  118471
62  96801
63  79929
64  66430
65  55612
66  46869
67  39725
68  33800
69  29023
70  25014
71  21678
72  18773
73  16306
74  14216
75  12465
76  11020
77  9618
78  8483
79  7518
80  6686
81  5880
82  5217
83  4623
84  4125
85  3628
86  3182
87  2772
88  2396
89  2024
90  1726
91  1415
92  1102
93  838
94  650
95  485
96  385
97  311
98  236
99  186
100  151
101  113
102  97
103  1
