# version: 0.0.0-180-gcbcf83e-dirty
# well_width: 1.3
# ff: 0.3
# N: 19
# walls: 0
# cell dimensions: (6.4255, 6.4255, 6.4255)
# seed: 9
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 108
# min_T: 0.2
# fractional_sample_error after initialization: 0.0171962
# min_important_energy after initialization: 88

# histogram method: simple flat
# init_iter_limit: 36100000
# iterations: 36100000
# working moves: 333838171
# total moves: 685900000
# acceptance rate: 0.486716

# energy	samples
45  0
46  2265162
47  1242173
48  808707
49  562504
50  405365
51  299684
52  226508
53  174280
54  136243
55  108091
56  86881
57  70292
58  57510
59  47545
60  39565
61  33167
62  27997
63  23761
64  20311
65  17301
66  14889
67  12897
68  11129
69  9588
70  8331
71  7299
72  6394
73  5608
74  4964
75  4368
76  3877
77  3397
78  2941
79  2564
80  2206
81  1870
82  1538
83  1235
84  948
85  691
86  485
87  345
88  249
89  187
90  149
91  90
92  38
93  4
94  1
