# version: 0.0.0-198-gb6a8735-dirty
# well_width: 1.3
# ff: 0.3
# N: 19
# walls: 0
# cell dimensions: (6.4255, 6.4255, 6.4255)
# seed: 9
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 108
# min_T: 0.2
# fractional_sample_error after initialization: 0.0110824
# min_important_energy after initialization: 89

# histogram method: tmmc
# init_iter_limit: 36100000
# iterations: 36100000
# working moves: 334179248
# total moves: 685900000
# acceptance rate: 0.487213

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0
24  0
25  0
26  0
27  0
28  0
29  0
30  0
31  0
32  0
33  0
34  0
35  0
36  0
37  0
38  0
39  0
40  0
41  0
42  0
43  0
44  0
45  0
46  -0.00883966
47  0.0882344
48  0.288976
49  0.590344
50  0.989605
51  1.48499
52  2.07263
53  2.75121
54  3.51652
55  4.36874
56  5.30312
57  6.31798
58  7.41173
59  8.57982
60  9.82251
61  11.1357
62  12.5229
63  13.9773
64  15.4946
65  17.0784
66  18.7304
67  20.451
68  22.2354
69  24.0883
70  26.0129
71  28.0064
72  30.0659
73  32.2109
74  34.4335
75  36.7363
76  39.0166
77  41.5145
78  44.0341
79  46.6219
80  49.2065
81  51.3061
82  54.2467
83  56.7984
84  59.7556
85  62.6086
86  65.8304
87  68.4177
88  72.0849
89  76.5737
90  81.5737
91  86.5737
92  91.5737
93  96.5737
94  101.574
95  106.574
96  111.574
97  116.574
98  121.574
99  126.574
100  131.574
101  136.574
102  141.574
103  146.574
104  151.574
105  156.574
106  161.574
107  166.574
