# version: 0.0.0-198-gb6a8735-dirty
# well_width: 1.3
# ff: 0.3
# N: 15
# walls: 0
# cell dimensions: (5.93863, 5.93863, 5.93863)
# seed: 9
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 84
# min_T: 0.2
# fractional_sample_error after initialization: 0.00814703
# min_important_energy after initialization: 72

# histogram method: oetmmc
# init_iter_limit: 22500000
# iterations: 22500000
# working moves: 157314492
# total moves: 337500000
# acceptance rate: 0.466117

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0
24  0
25  0
26  0
27  0
28  0
29  0
30  0
31  0
32  0
33  0
34  0
35  0
36  0
37  0.0255639
38  0.207427
39  0.523222
40  0.94961
41  1.48859
42  2.14024
43  2.89926
44  3.75113
45  4.70901
46  5.75994
47  6.90254
48  8.12369
49  9.45053
50  10.8344
51  12.3095
52  13.907
53  15.573
54  17.3201
55  19.0679
56  21.073
57  23.0059
58  24.9654
59  27.2351
60  29.779
61  32.3121
62  34.6985
63  36.4264
64  39.0718
65  42.528
66  45.2201
67  48.1324
68  51.6572
69  54.5487
70  54.2026
71  59.6462
72  63.7923
73  68.7923
74  73.7923
75  78.7923
76  83.7923
77  88.7923
78  93.7923
79  98.7923
80  103.792
81  108.792
82  113.792
83  118.792
