# version: 0.0.0-227-g1ae6e13-dirty
# well_width: 1.3
# ff: 0.3
# N: 18
# walls: 0
# cell dimensions: (6.31074, 6.31074, 6.31074)
# seed: 16
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 108
# min_T: 0.2
# fractional_sample_error after initialization: 0.0040576
# min_important_energy after initialization: 83

# histogram method: Wang-Landau
# wl_factor: 0.125
# wl_fmod: 2
# wl_threshold: 3
# wl_cutoff: 1e-06
# init_iter_limit: 32400000
# iterations: 32400000
# working moves: 285125757
# total moves: 583200000
# acceptance rate: 0.488899

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0
24  0
25  0
26  0
27  0
28  0
29  0
30  0
31  0
32  0
33  0
34  0
35  0
36  0
37  0
38  0
39  0
40  0
41  0
42  0
43  0
44  0.0269116
45  0.164881
46  0.410373
47  0.758452
48  1.2097
49  1.75732
50  2.40319
51  3.14338
52  3.97488
53  4.88751
54  5.88451
55  6.96104
56  8.12018
57  9.35854
58  10.6719
59  12.0605
60  13.5212
61  15.0502
62  16.6445
63  18.3125
64  20.0578
65  21.8704
66  23.7626
67  25.7322
68  27.7914
69  29.9345
70  32.1619
71  34.4985
72  36.9242
73  39.4613
74  42.1136
75  44.8612
76  47.7109
77  50.664
78  53.6911
79  56.8139
80  60.0517
81  63.461
82  67.0846
83  70.9019
84  75.9019
85  80.9019
86  85.9019
87  90.9019
88  95.9019
89  100.902
90  105.902
91  110.902
92  115.902
93  120.902
94  125.902
95  130.902
96  135.902
97  140.902
98  145.902
99  150.902
100  155.902
101  160.902
102  165.902
103  170.902
104  175.902
105  180.902
106  185.902
107  190.902
