# version: 0.0.0-207-gf4e294c-dirty
# well_width: 1.3
# ff: 0.3
# N: 21
# walls: 0
# cell dimensions: (6.64348, 6.64348, 6.64348)
# seed: 16
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 120
# min_T: 0.2
# fractional_sample_error after initialization: 0.00639962
# min_important_energy after initialization: 102

# histogram method: Wang-Landau
# wl_factor: 0.125
# wl_fmod: 2
# wl_threshold: 3
# wl_cutoff: 1e-06
# init_iter_limit: 44100000
# iterations: 44100000
# working moves: 476296243
# total moves: 926100000
# acceptance rate: 0.514303

# energy	samples
51  0
52  2937938
53  1580007
54  1026577
55  717152
56  521244
57  389024
58  296024
59  229176
60  179900
61  143025
62  115429
63  93970
64  77253
65  64318
66  53833
67  45254
68  38239
69  32579
70  27784
71  23926
72  20598
73  17761
74  15373
75  13483
76  11769
77  10282
78  9059
79  8014
80  7071
81  6274
82  5556
83  4928
84  4346
85  3847
86  3356
87  2919
88  2509
89  2130
90  1738
91  1392
92  1083
93  826
94  635
95  515
96  378
97  284
98  206
99  158
100  128
101  96
102  79
103  2
