# version: 0.0.0-207-gf4e294c-dirty
# well_width: 1.3
# ff: 0.3
# N: 24
# walls: 0
# cell dimensions: (6.94586, 6.94586, 6.94586)
# seed: 22
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 144
# min_T: 0.2
# fractional_sample_error after initialization: 0.00653585
# min_important_energy after initialization: 117

# histogram method: tmmc
# init_iter_limit: 57600000
# iterations: 57600000
# working moves: 702736296
# total moves: 1382400000
# acceptance rate: 0.508345

# energy	samples
57  0
58  3638490
59  1990422
60  1311922
61  932112
62  686254
63  517970
64  398033
65  311500
66  247748
67  199662
68  162742
69  133819
70  111164
71  93133
72  78506
73  66765
74  57027
75  49103
76  42529
77  37047
78  32382
79  28470
80  25027
81  22187
82  19666
83  17554
84  15674
85  14032
86  12557
87  11214
88  10107
89  9141
90  8257
91  7516
92  6807
93  6213
94  5654
95  5169
96  4759
97  4368
98  3980
99  3637
100  3278
101  2976
102  2689
103  2386
104  2111
105  1829
106  1602
107  1366
108  1154
109  990
110  841
111  707
112  594
113  474
114  377
115  268
116  126
117  59
118  1
