# version: 0.0.0-227-g1ae6e13-dirty
# well_width: 1.3
# ff: 0.3
# N: 17
# walls: 0
# cell dimensions: (6.19164, 6.19164, 6.19164)
# seed: 22
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 96
# min_T: 0.2
# fractional_sample_error after initialization: 0.00722849
# min_important_energy after initialization: 80

# histogram method: Wang-Landau
# wl_factor: 0.125
# wl_fmod: 2
# wl_threshold: 3
# wl_cutoff: 1e-06
# init_iter_limit: 28900000
# iterations: 28900000
# working moves: 225388940
# total moves: 491300000
# acceptance rate: 0.45876

# min_important_energy: 80

# energy   counts
27  2
28  94
29  710
30  3867
31  16965
32  61119
33  192655
34  517365
35  1202194
36  2423608
37  4238506
38  6477329
39  8683216
40  10312375
41  10781454
42  10786720
43  10788581
44  10800932
45  10787491
46  10746102
47  10771226
48  10720590
49  10764893
50  10695932
51  10608116
52  10550269
53  10409101
54  10347139
55  10337021
56  10325913
57  10357198
58  10237692
59  10205170
60  10215312
61  10129956
62  9928293
63  9846943
64  9739607
65  9763533
66  9625815
67  9481976
68  9438214
69  9203898
70  9116074
71  8933106
72  9075366
73  9255406
74  9858222
75  11070702
76  12385678
77  15052983
78  19841135
79  26500637
80  26573258
81  977128
82  106941
83  28272
