# version: 0.0.0-207-gf4e294c-dirty
# well_width: 1.3
# ff: 0.3
# N: 19
# walls: 0
# cell dimensions: (6.4255, 6.4255, 6.4255)
# seed: 22
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 108
# min_T: 0.2
# fractional_sample_error after initialization: 0.0266862
# min_important_energy after initialization: 88

# histogram method: simple flat
# init_iter_limit: 36100000
# iterations: 36100000
# working moves: 30804985
# total moves: 62500557
# acceptance rate: 0.492875

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0
24  0
25  0
26  0
27  0
28  0
29  0
30  0
31  0
32  0
33  0
34  0
35  0
36  0
37  0
38  0
39  0
40  0
41  0
42  0
43  0
44  0
45  0
46  0
47  0.0972493
48  0.300096
49  0.602629
50  1.00444
51  1.50158
52  2.09165
53  2.77076
54  3.53978
55  4.39184
56  5.32811
57  6.34112
58  7.43658
59  8.60522
60  9.84663
61  11.1612
62  12.5458
63  13.9943
64  15.5103
65  17.0932
66  18.7387
67  20.4485
68  22.2326
69  24.0847
70  26.0054
71  27.9904
72  30.0627
73  32.2071
74  34.4279
75  36.7321
76  39.1223
77  41.5972
78  44.1466
79  46.7791
80  49.4742
81  52.2354
82  55.0654
83  57.9989
84  61.0471
85  64.2059
86  67.4454
87  70.8233
88  74.5163
89  79.5163
90  84.5163
91  89.5163
92  94.5163
93  99.5163
94  104.516
95  109.516
96  114.516
97  119.516
98  124.516
99  129.516
100  134.516
101  139.516
102  144.516
103  149.516
104  154.516
105  159.516
106  164.516
107  169.516
