# version: 0.0.0-140-gcf3f1b3-dirty
# well_width: 1.3
# ff: 0.3
# N: 12
# walls: 0
# cell dimensions: (4.44366, 4.44366, 8.48528)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 72
# min_T: 0.1
# fractional_sample_error after initialization: 0.0288808
# min_important_energy after initialization: 49

# histogram method: tmmc
# optimistic_min_samples: 10000
# iterations: 83260012
# working moves: 515574011
# total moves: 999120150
# acceptance rate: 0.516028

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0
24  0
25  0
26  0.0254422
27  0.262144
28  0.715542
29  1.38569
30  2.27507
31  3.38094
32  4.69459
33  6.19607
34  7.8586
35  9.65162
36  11.5464
37  13.5338
38  15.6067
39  17.76
40  19.9967
41  22.3331
42  24.7949
43  27.4229
44  30.219
45  33.2571
46  38.4477
47  43.488
48  47.8923
49  54.2208
50  64.2208
51  74.2208
52  84.2208
53  94.2208
54  104.221
55  114.221
56  124.221
57  134.221
58  144.221
59  154.221
60  164.221
61  174.221
62  184.221
63  194.221
64  204.221
65  214.221
66  224.221
67  234.221
68  244.221
69  254.221
70  264.221
71  274.221
