# version: 0.0.0-88-g616c435-dirty
# well_width: 1.3
# ff: 0.3
# N: 22
# walls: 0
# cell dimensions: (6.7473, 6.7473, 6.7473)
# seed: 1
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 132
# min_T: 0.2
# fractional_sample_error after initialization: 0.232018
# min_important_energy after initialization: 108

# histogram method: simple flat
# init_iter_limit: 48400000
# iterations: 22150000
# working moves: 234882947
# total moves: 487300000
# acceptance rate: 0.482009

# energy	samples
52  0
53  1306045
54  713962
55  468600
56  330302
57  241355
58  181060
59  138308
60  107534
61  85040
62  68204
63  55291
64  45200
65  37472
66  31243
67  26170
68  22091
69  18791
70  16020
71  13743
72  11815
73  10212
74  8938
75  7831
76  6888
77  6083
78  5355
79  4683
80  4150
81  3679
82  3278
83  2956
84  2634
85  2368
86  2154
87  1912
88  1714
89  1546
90  1389
91  1246
92  1094
93  952
94  818
95  700
96  597
97  484
98  396
99  328
100  280
101  234
102  195
103  161
104  135
105  108
106  77
107  58
108  51
109  38
110  34
