# version: unknown
# well_width: 1.3
# ff: 0.3
# N: 20
# walls: 0
# cell dimensions: (6.53631, 6.53631, 6.53631)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 120
# min_T: 0.2
# fractional_sample_error after initialization: 0.127337
# min_important_energy after initialization: 95

# histogram method: oetmmc
# init_iter_limit: 20000000
# iterations: 20000000
# working moves: 183521605
# total moves: 400000000
# acceptance rate: 0.458804

# min_important_energy: 95

# energy   counts
33  9
34  110
35  418
36  2309
37  9014
38  31533
39  92382
40  238218
41  541347
42  1088431
43  1949468
44  3110725
45  4457605
46  5722337
47  6608044
48  6867908
49  6664174
50  6650490
51  6655677
52  6632872
53  6565918
54  6554131
55  6497757
56  6461295
57  6391154
58  6402525
59  6322133
60  6328850
61  6293795
62  6273435
63  6160372
64  6117422
65  6108858
66  6115182
67  6005548
68  6044230
69  6067836
70  6079631
71  5923700
72  6185117
73  6152680
74  6177374
75  6028025
76  6056221
77  6479551
78  6480985
79  6465268
80  6365023
81  6259471
82  6133652
83  6338023
84  7181639
85  6659678
86  6721343
87  7332427
88  8161953
89  8411276
90  7798121
91  8411317
92  7123164
93  10030368
94  17369889
95  51836353
96  1786050
97  18189
