# version: 0.0.0-180-gcbcf83e-dirty
# well_width: 1.3
# ff: 0.3
# N: 26
# walls: 0
# cell dimensions: (7.13368, 7.13368, 7.13368)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 156
# min_T: 0.2
# fractional_sample_error after initialization: 0.00184023
# min_important_energy after initialization: 127

# histogram method: Wang-Landau
# wl_factor: 0.125
# wl_fmod: 2
# wl_threshold: 3
# wl_cutoff: 1e-06
# init_iter_limit: 67600000
# iterations: 67600000
# working moves: 670169284
# total moves: 1757600000
# acceptance rate: 0.381298

# energy	samples
61  0
62  2324902
63  1306255
64  870607
65  625105
66  463036
67  352182
68  272906
69  214377
70  170783
71  137902
72  112358
73  92693
74  77125
75  64593
76  54707
77  46531
78  39914
79  34491
80  29911
81  26121
82  22884
83  20136
84  17786
85  15792
86  14104
87  12671
88  11378
89  10277
90  9322
91  8442
92  7654
93  6963
94  6342
95  5757
96  5251
97  4795
98  4407
99  4027
100  3736
101  3457
102  3146
103  2910
104  2685
105  2481
106  2274
107  2082
108  1927
109  1789
110  1649
111  1509
112  1382
113  1263
114  1156
115  1039
116  946
117  863
118  777
119  689
120  620
121  549
122  498
123  438
124  375
125  323
126  273
127  219
128  179
129  138
130  85
131  46
132  33
