# version: 0.0.0-115-g9829181-dirty
# well_width: 1.3
# ff: 0.3
# N: 13
# walls: 0
# cell dimensions: (5.662, 5.662, 5.662)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 72
# min_T: 0.2
# fractional_sample_error after initialization: 0.00444336
# min_important_energy after initialization: 58

# histogram method: oetmmc
# init_iter_limit: 16900000
# iterations: 16900000
# working moves: 95152074
# total moves: 219700000
# acceptance rate: 0.4331

# min_important_energy: 58

# energy   counts
19  6
20  83
21  691
22  4035
23  16600
24  59115
25  178371
26  434584
27  885046
28  1516920
29  2193957
30  2708325
31  2847570
32  2728836
33  2721482
34  2713544
35  2699970
36  2650829
37  2632897
38  2597771
39  2591797
40  2572726
41  2558088
42  2536439
43  2482069
44  2524393
45  2490263
46  2475727
47  2439293
48  2600191
49  2554500
50  2592637
51  2675207
52  3164198
53  3293493
54  2585976
55  1805005
56  3185655
57  7001645
58  135980066
