# well_width: 1.3
# ff: 0.2
# N: 18
# walls: 0
# cell dimensions: (7.22399, 7.22399, 7.22399)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 108
# min_T: 0.1
# fractional_sample_error after initialization: 0.0158389

# histogram method: tmmc
# pessimistic_min_samples: 10000
# iterations: 120960000
# working moves: 1176874231
# total moves: 2177280000
# acceptance rate: 0.540525

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0
24  0
25  0.0618086
26  0.231883
27  0.50375
28  0.875384
29  1.34033
30  1.89573
31  2.5368
32  3.25953
33  4.06119
34  4.93745
35  5.88359
36  6.89716
37  7.9762
38  9.11716
39  10.3175
40  11.5724
41  12.8816
42  14.2394
43  15.6466
44  17.1004
45  18.6006
46  20.146
47  21.7371
48  23.3722
49  25.0565
50  26.7827
51  28.5585
52  30.3785
53  32.2485
54  34.1682
55  36.1397
56  38.1594
57  40.2294
58  42.3537
59  44.5361
60  46.7693
61  49.0706
62  51.4229
63  53.8523
64  56.368
65  58.9626
66  61.6626
67  64.4802
68  67.4199
69  70.4723
70  73.7026
71  77.0965
72  80.6756
73  84.6448
74  89.168
75  94.7194
76  102.105
77  112.105
78  122.105
79  132.105
80  142.105
81  152.105
82  162.105
83  172.105
84  182.105
85  192.105
86  202.105
87  212.105
88  222.105
89  232.105
90  242.105
91  252.105
92  262.105
93  272.105
94  282.105
95  292.105
96  302.105
97  312.105
98  322.105
99  332.105
100  342.105
101  352.105
102  362.105
103  372.105
104  382.105
105  392.105
106  402.105
107  412.105
