# version: 0.0.0-180-gcbcf83e-dirty
# well_width: 1.3
# ff: 0.3
# N: 23
# walls: 0
# cell dimensions: (6.84802, 6.84802, 6.84802)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 132
# min_T: 0.2
# fractional_sample_error after initialization: 0.00693313
# min_important_energy after initialization: 113

# histogram method: tmmc
# init_iter_limit: 52900000
# iterations: 52900000
# working moves: 616386226
# total moves: 1216700000
# acceptance rate: 0.506605

# energy	samples
55  0
56  3314336
57  1800197
58  1182027
59  834538
60  611127
61  458983
62  351260
63  273818
64  217224
65  174361
66  141603
67  116173
68  96282
69  80480
70  67826
71  57399
72  48883
73  41802
74  35866
75  31044
76  26815
77  23365
78  20495
79  18028
80  15916
81  14038
82  12469
83  11094
84  9905
85  8879
86  7999
87  7212
88  6515
89  5900
90  5299
91  4818
92  4370
93  3954
94  3571
95  3206
96  2881
97  2587
98  2289
99  2025
100  1732
101  1467
102  1253
103  1064
104  901
105  758
106  615
107  501
108  371
109  276
110  194
111  127
112  62
113  31
114  16
115  8
