# version: 0.0.0-109-ge280603-dirty
# well_width: 1.3
# ff: 0.3
# N: 21
# walls: 0
# cell dimensions: (6.64348, 6.64348, 6.64348)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 120
# min_T: 0.2
# fractional_sample_error after initialization: 0.0033724
# min_important_energy after initialization: 102

# histogram method: oetmmc
# init_iter_limit: 44100000
# iterations: 44100000
# working moves: 368303805
# total moves: 926100000
# acceptance rate: 0.397693

# energy	samples
50  0
51  1667186
52  895113
53  579724
54  405391
55  293604
56  219107
57  166040
58  128377
59  100766
60  80002
61  64284
62  52325
63  42980
64  35575
65  29701
66  24925
67  21001
68  17886
69  15184
70  13012
71  11271
72  9732
73  8456
74  7346
75  6439
76  5709
77  4990
78  4404
79  3844
80  3405
81  3002
82  2651
83  2320
84  2042
85  1798
86  1578
87  1383
88  1200
89  1017
90  843
91  698
92  564
93  468
94  361
95  271
96  217
97  172
98  120
99  92
100  81
101  65
102  53
103  27
