# version: 0.0.0-180-gcbcf83e-dirty
# well_width: 1.3
# ff: 0.3
# N: 13
# walls: 0
# cell dimensions: (5.662, 5.662, 5.662)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 72
# min_T: 0.2
# fractional_sample_error after initialization: 0.0044833
# min_important_energy after initialization: 58

# histogram method: oetmmc
# init_iter_limit: 16900000
# iterations: 16900000
# working moves: 115739057
# total moves: 219700000
# acceptance rate: 0.526805

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0
24  0
25  0
26  0
27  0
28  0
29  0
30  0
31  0
32  0.0513259
33  0.286628
34  0.656808
35  1.16415
36  1.79826
37  2.55204
38  3.44386
39  4.43684
40  5.53496
41  6.73984
42  8.04182
43  9.4637
44  10.9632
45  12.6297
46  14.1644
47  15.4843
48  17.9705
49  19.8855
50  20.8067
51  23.7899
52  25.4727
53  28.0506
54  29.7503
55  32.4493
56  35.2107
57  38.9185
58  45.1767
59  50.1767
60  55.1767
61  60.1767
62  65.1767
63  70.1767
64  75.1767
65  80.1767
66  85.1767
67  90.1767
68  95.1767
69  100.177
70  105.177
71  110.177
