# well_width: 1.3
# ff: 0.3
# N: 21
# walls: 0
# cell dimensions: (6.64348, 6.64348, 6.64348)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 120
# min_T: 0.2
# fractional_sample_error after initialization: 0.499292
# min_important_energy after initialization: 102

# histogram method: simple flat
# none: 3000000
# iterations: 3000000
# working moves: 31645411
# total moves: 63000000
# acceptance rate: 0.502308

# energy	samples
50  0
51  209292
52  114094
53  74352
54  51890
55  37629
56  27977
57  21210
58  16456
59  12841
60  10220
61  8253
62  6722
63  5526
64  4602
65  3899
66  3317
67  2829
68  2405
69  2043
70  1063
71  815
72  506
73  317
74  316
75  309
76  298
77  282
78  265
79  247
80  226
81  207
82  191
83  176
84  164
85  151
86  137
87  125
88  115
89  105
90  90
91  74
92  63
93  56
94  48
95  41
96  34
97  24
98  18
99  14
100  11
101  9
102  1
