# version: 0.0.0-180-gcbcf83e-dirty
# well_width: 1.3
# ff: 0.3
# N: 25
# walls: 0
# cell dimensions: (7.04102, 7.04102, 7.04102)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 144
# min_T: 0.2
# fractional_sample_error after initialization: 0.00575382
# min_important_energy after initialization: 123

# histogram method: tmmc
# init_iter_limit: 62500000
# iterations: 62500000
# working moves: 802352308
# total moves: 1562500000
# acceptance rate: 0.513505

# min_important_energy: 123

# energy   counts
42  35
43  144
44  729
45  2955
46  10823
47  33216
48  95715
49  248818
50  600090
51  1314395
52  2632560
53  4797372
54  7952952
55  12131496
56  16972054
57  21764212
58  25685149
59  27944311
60  27999710
61  28033001
62  28080919
63  28119196
64  28120067
65  28102253
66  28138687
67  28074148
68  28102465
69  28093407
70  28123602
71  28134121
72  28120433
73  28105613
74  28102957
75  28164130
76  28199177
77  28217940
78  28193716
79  28171889
80  28092717
81  28025542
82  27944464
83  27817428
84  27725259
85  27701966
86  27610865
87  27392764
88  27180559
89  26884589
90  26609040
91  26246604
92  25991905
93  25774955
94  25507525
95  25180451
96  25008261
97  24830975
98  24702000
99  24387323
100  24225199
101  23988054
102  23929566
103  23617336
104  22701149
105  22563219
106  22160033
107  22014809
108  20842653
109  20613492
110  19840914
111  18560778
112  17726015
113  16543391
114  7884772
115  9675976
116  9025594
117  7947351
118  6727542
119  4995730
120  475786
121  585489
122  534556
123  86096
124  34851
