# version: 0.0.0-109-ge280603-dirty
# well_width: 1.3
# ff: 0.3
# N: 22
# walls: 0
# cell dimensions: (6.7473, 6.7473, 6.7473)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 132
# min_T: 0.2
# fractional_sample_error after initialization: 0.00320942
# min_important_energy after initialization: 108

# histogram method: oetmmc
# init_iter_limit: 48400000
# iterations: 48400000
# working moves: 469595173
# total moves: 1064800000
# acceptance rate: 0.441017

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0
24  0
25  0
26  0
27  0
28  0
29  0
30  0
31  0
32  0
33  0
34  0
35  0
36  0
37  0
38  0
39  0
40  0
41  0
42  0
43  0
44  0
45  0
46  0
47  0
48  0
49  0
50  0
51  0
52  0
53  0
54  0.0827205
55  0.267163
56  0.544225
57  0.901142
58  1.34329
59  1.86546
60  2.46979
61  3.14866
62  3.90173
63  4.72647
64  5.62979
65  6.58746
66  7.63011
67  8.72561
68  9.88704
69  11.1045
70  12.3812
71  13.725
72  15.1052
73  16.5481
74  18.0323
75  19.5812
76  21.1822
77  22.8112
78  24.4909
79  26.2129
80  27.9981
81  29.8268
82  31.6706
83  33.556
84  35.4682
85  37.5209
86  39.5946
87  41.7394
88  43.8338
89  45.8174
90  48.0685
91  50.4844
92  52.7977
93  55.0677
94  57.3606
95  59.7304
96  62.1035
97  64.5116
98  66.9531
99  69.5217
100  72.3696
101  75.2447
102  77.9497
103  81.2995
104  84.5032
105  87.9125
106  91.5978
107  95.8316
108  100.602
109  105.602
110  110.602
111  115.602
112  120.602
113  125.602
114  130.602
115  135.602
116  140.602
117  145.602
118  150.602
119  155.602
120  160.602
121  165.602
122  170.602
123  175.602
124  180.602
125  185.602
126  190.602
127  195.602
128  200.602
129  205.602
130  210.602
131  215.602
