# well_width: 1.3
# ff: 0.3
# N: 14
# walls: 0
# cell dimensions: (5.80361, 5.80361, 5.80361)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 84
# min_T: 0.2
# fractional_sample_error after initialization: 0.123098
# min_important_energy after initialization: 65

# histogram method: oetmmc
# pessimistic_min_samples: 3000000
# iterations: 3000000
# working moves: 20274766
# total moves: 42000000
# acceptance rate: 0.482733

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0
24  0
25  0
26  0
27  0
28  0
29  0
30  0
31  0
32  0
33  0
34  0
35  0.122154
36  0.393334
37  0.803548
38  1.32752
39  1.9639
40  2.70158
41  3.56163
42  4.53641
43  5.59947
44  6.75324
45  8.00581
46  9.37302
47  10.7652
48  12.3131
49  13.9794
50  15.6328
51  17.3291
52  19.3153
53  21.1822
54  23.1225
55  25.3703
56  27.5635
57  29.7704
58  31.8778
59  34.0967
60  37.0517
61  39.6139
62  42.4666
63  45.7325
64  49.5212
65  54.0172
66  59.0172
67  64.0172
68  69.0172
69  74.0172
70  79.0172
71  84.0172
72  89.0172
73  94.0172
74  99.0172
75  104.017
76  109.017
77  114.017
78  119.017
79  124.017
80  129.017
81  134.017
82  139.017
83  144.017
