# version: 0.0.0-88-g616c435-dirty
# well_width: 1.3
# ff: 0.3
# N: 22
# walls: 0
# cell dimensions: (6.7473, 6.7473, 6.7473)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 132
# min_T: 0.2
# fractional_sample_error after initialization: 0.0985031
# min_important_energy after initialization: 108

# histogram method: oetmmc
# init_iter_limit: 48400000
# iterations: 48400000
# working moves: 498510743
# total moves: 1064800000
# acceptance rate: 0.468173

# min_important_energy: 108

# energy   counts
35  4
36  28
37  102
38  582
39  1843
40  7303
41  25286
42  79954
43  219009
44  547416
45  1219890
46  2436875
47  4381942
48  7101793
49  10398065
50  13776596
51  16568597
52  18102841
53  17966020
54  17704030
55  17642538
56  17647461
57  17568952
58  17505386
59  17409781
60  17340043
61  17253963
62  17158340
63  17070357
64  17081427
65  16868808
66  16971392
67  16868398
68  16855152
69  16750101
70  16683091
71  16803926
72  16603563
73  16637555
74  16489005
75  16605797
76  16761924
77  16565760
78  16431685
79  16332795
80  16505274
81  16630209
82  16321750
83  15953256
84  15262002
85  16041306
86  16475396
87  17344089
88  16552777
89  13536381
90  13849496
91  16222323
92  16809517
93  16419748
94  16142912
95  16806328
96  16998815
97  16794062
98  15729440
99  15071069
100  16911563
101  17072689
102  12708407
103  15794388
104  15194412
105  15474731
106  16973123
107  23721138
108  35874305
109  31650811
110  7512907
