# well_width: 1.3
# ff: 0.3
# N: 19
# walls: 0
# cell dimensions: (6.4255, 6.4255, 6.4255)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 108
# min_T: 0.2
# fractional_sample_error after initialization: 0.433868
# min_important_energy after initialization: 88

# histogram method: oetmmc
# none: 3000000
# iterations: 3000000
# working moves: 28389687
# total moves: 57000000
# acceptance rate: 0.498065

# energy	samples
46  0
47  201622
48  108656
49  70026
50  48556
51  34858
52  25625
53  19303
54  14825
55  11519
56  9092
57  7261
58  5856
59  4792
60  3951
61  3296
62  2706
63  2239
64  1883
65  1599
66  1350
67  1158
68  1003
69  859
70  759
71  665
72  574
73  500
74  441
75  393
76  341
77  294
78  249
79  216
80  190
81  160
82  122
83  98
84  74
85  61
86  39
87  27
88  21
89  19
90  18
91  13
92  5
