# well_width: 1.3
# ff: 0.3
# N: 8
# walls: 0
# cell dimensions: (4.44366, 4.44366, 5.65685)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 48
# min_T: 0.2
# fractional_sample_error after initialization: 0.0338317
# min_important_energy after initialization: 26

# histogram method: tmmc
# pessimistic_min_samples: 3000000
# iterations: 3000000
# working moves: 14336147
# total moves: 24000000
# acceptance rate: 0.597339

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  -0.00725164
18  0.27513
19  0.875654
20  1.82268
21  3.13512
22  4.83137
23  6.92348
24  9.49856
25  12.651
26  16.6938
27  21.6938
28  26.6938
29  31.6938
30  36.6938
31  41.6938
32  46.6938
33  51.6938
34  56.6938
35  61.6938
36  66.6938
37  71.6938
38  76.6938
39  81.6938
40  86.6938
41  91.6938
42  96.6938
43  101.694
44  106.694
45  111.694
46  116.694
47  121.694
