# version: 0.0.0-182-gdb69ef3-dirty
# well_width: 1.3
# ff: 0.3
# N: 14
# walls: 0
# cell dimensions: (5.80361, 5.80361, 5.80361)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 84
# min_T: 0.2
# fractional_sample_error after initialization: 0.00560123
# min_important_energy after initialization: 65

# histogram method: Wang-Landau
# wl_factor: 0.125
# wl_fmod: 2
# wl_threshold: 3
# wl_cutoff: 1e-06
# init_iter_limit: 19600000
# iterations: 19600000
# working moves: 139222583
# total moves: 274400000
# acceptance rate: 0.507371

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0
24  0
25  0
26  0
27  0
28  0
29  0
30  0
31  0
32  0
33  0
34  0
35  0.144859
36  0.40724
37  0.80579
38  1.31735
39  1.96851
40  2.72863
41  3.57549
42  4.5453
43  5.62211
44  6.79677
45  8.04409
46  9.42029
47  10.849
48  12.4046
49  14.0301
50  15.6861
51  17.4816
52  19.3698
53  21.3219
54  23.3785
55  25.4608
56  27.5918
57  29.7733
58  32.0364
59  34.3958
60  36.8456
61  39.3833
62  42.1236
63  45.1491
64  48.494
65  52.365
66  57.365
67  62.365
68  67.365
69  72.365
70  77.365
71  82.365
72  87.365
73  92.365
74  97.365
75  102.365
76  107.365
77  112.365
78  117.365
79  122.365
80  127.365
81  132.365
82  137.365
83  142.365
