# version: 0.0.0-115-g9829181-dirty
# well_width: 1.3
# ff: 0.3
# N: 26
# walls: 0
# cell dimensions: (7.13368, 7.13368, 7.13368)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 156
# min_T: 0.2
# fractional_sample_error after initialization: 0.00425896
# min_important_energy after initialization: 129

# histogram method: oetmmc
# init_iter_limit: 67600000
# iterations: 67600000
# working moves: 845515814
# total moves: 1757600000
# acceptance rate: 0.481063

# energy	samples
61  0
62  4186356
63  2346477
64  1561204
65  1118133
66  831537
67  632213
68  489429
69  385465
70  308010
71  249136
72  203908
73  168748
74  140824
75  118345
76  100340
77  85682
78  73706
79  63663
80  55139
81  48081
82  42061
83  36961
84  32670
85  28932
86  25748
87  22927
88  20439
89  18258
90  16371
91  14621
92  13123
93  11819
94  10693
95  9729
96  8847
97  8076
98  7375
99  6711
100  6147
101  5638
102  5178
103  4766
104  4349
105  4008
106  3699
107  3381
108  3097
109  2827
110  2560
111  2350
112  2107
113  1908
114  1714
115  1529
116  1343
117  1207
118  1061
119  934
120  835
121  749
122  671
123  593
124  493
125  393
126  332
127  259
128  187
129  122
130  74
131  50
132  31
