# well_width: 1.3
# ff: 0.3
# N: 9
# walls: 0
# cell dimensions: (3.84833, 3.84833, 8.48528)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 48
# min_T: 0.2
# fractional_sample_error after initialization: 0.158208
# min_important_energy after initialization: 28

# histogram method: oetmmc
# none: 3000000
# iterations: 3000000
# working moves: 5428818
# total moves: 11078640
# acceptance rate: 0.490026

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0.220645
18  1.00452
19  2.36515
20  4.38799
21  7.07492
22  10.0545
23  12.9446
24  15.7969
25  18.8255
26  22.1251
27  25.9686
28  29.9273
29  30.5928
30  35.5928
31  40.5928
32  45.5928
33  50.5928
34  55.5928
35  60.5928
36  65.5928
37  70.5928
38  75.5928
39  80.5928
40  85.5928
41  90.5928
42  95.5928
43  100.593
44  105.593
45  110.593
46  115.593
47  120.593
