# version: 0.0.0-180-gcbcf83e-dirty
# well_width: 1.3
# ff: 0.3
# N: 16
# walls: 0
# cell dimensions: (6.06777, 6.06777, 6.06777)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 96
# min_T: 0.2
# fractional_sample_error after initialization: 0.0109334
# min_important_energy after initialization: 76

# histogram method: oetmmc
# init_iter_limit: 25600000
# iterations: 25600000
# working moves: 224201036
# total moves: 409600000
# acceptance rate: 0.547366

# min_important_energy: 76

# energy   counts
25  17
26  132
27  1182
28  6641
29  28783
30  109337
31  343754
32  920190
33  2107563
34  4159675
35  7064547
36  10412588
37  13445823
38  15210047
39  14405963
40  14152639
41  14182935
42  14152860
43  14026905
44  13991660
45  13841883
46  13732134
47  13602403
48  13496691
49  13306496
50  13112077
51  13045862
52  12866046
53  12581595
54  12801993
55  12573829
56  12894089
57  12421490
58  11212866
59  11813009
60  10940138
61  8612058
62  13176432
63  13973699
64  8452731
65  4529174
66  3447283
67  3264438
68  5083121
69  1666565
70  1193216
71  613958
72  454109
73  736263
74  1424920
75  6176
76  15
