# well_width: 1.3
# ff: 0.3
# N: 20
# walls: 0
# cell dimensions: (6.53631, 6.53631, 6.53631)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 120
# min_T: 0.1
# fractional_sample_error after initialization: 0.0194324

# histogram method: oetmmc
# none: 2000
# iterations: 10000000000
# working moves: 43477198982
# total moves: 200000000000
# acceptance rate: 0.217386

# energy   counts
32  4
33  17
34  65
35  302
36  1181
37  4878
38  16385
39  48215
40  126177
41  289093
42  584688
43  1051947
44  1691595
45  2418874
46  3099939
47  3583543
48  3723491
49  3469200
50  3738059
51  3976738
52  4244213
53  4504156
54  4809232
55  5118821
56  5430548
57  5755261
58  6101695
59  6497114
60  6905132
61  7300567
62  7724623
63  8212896
64  8713151
65  9300180
66  9903267
67  10534947
68  11145715
69  11811331
70  12536167
71  13307079
72  14237726
73  15253479
74  16271813
75  17378305
76  18475941
77  19591452
78  21083420
79  22430170
80  24034968
81  24977787
82  26695181
83  28475463
84  30576040
85  29955355
86  30756736
87  29486454
88  27325541
89  27475279
90  29688346
91  34891997
92  45688900
93  71286183
94  140186359
95  8953833130
96  77873534207
97  110838466490
98  643116143
99  582652160
100  174494489
