# version: 0.0.0-180-gcbcf83e-dirty
# well_width: 1.3
# ff: 0.1
# N: 30
# walls: 0
# cell dimensions: (10.7912, 10.7912, 10.7912)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 180
# min_T: 0.1
# fractional_sample_error after initialization: 0.0135671
# min_important_energy after initialization: 128

# histogram method: tmmc
# optimistic_min_samples: 10000
# iterations: 739960000
# working moves: 14267629507
# total moves: 22198800000
# acceptance rate: 0.642721

# energy	samples
17  0
18  16392744
19  7966852
20  4784520
21  3093839
22  2107285
23  1501287
24  1112246
25  852282
26  672441
27  543643
28  446844
29  374236
30  317515
31  272617
32  236336
33  206441
34  181751
35  161400
36  143958
37  129080
38  116383
39  105563
40  95989
41  87808
42  80524
43  74087
44  68332
45  63317
46  58818
47  54734
48  51089
49  47739
50  44792
51  42083
52  39612
53  37293
54  35196
55  33354
56  31617
57  30016
58  28564
59  27255
60  25995
61  24828
62  23748
63  22743
64  21842
65  21017
66  20231
67  19452
68  18745
69  18116
70  17508
71  16941
72  16416
73  15961
74  15488
75  15034
76  14622
77  14223
78  13841
79  13479
80  13151
81  12771
82  12442
83  12112
84  11806
85  11505
86  11224
87  10933
88  10688
89  10479
90  10206
91  9986
92  9766
93  9539
94  9299
95  9060
96  8834
97  8589
98  8357
99  8134
100  7900
101  7636
102  7412
103  7171
104  6944
105  6717
106  6455
107  6182
108  5922
109  5613
110  5352
111  5068
112  4746
113  4418
114  4050
115  3687
116  3187
117  2810
118  2369
119  1974
120  1524
121  1140
122  717
123  323
124  156
125  87
126  64
127  17
128  1
