# version: 0.0.0-88-g616c435-dirty
# well_width: 1.3
# ff: 0.3
# N: 18
# walls: 0
# cell dimensions: (6.31074, 6.31074, 6.31074)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 108
# min_T: 0.2
# fractional_sample_error after initialization: 0.310635
# min_important_energy after initialization: 90

# histogram method: tmmc
# init_iter_limit: 32400000
# iterations: 32400000
# working moves: 250640530
# total moves: 583200000
# acceptance rate: 0.429768

# min_important_energy: 90

# energy   counts
29  10
30  122
31  587
32  3286
33  14385
34  50358
35  157296
36  423604
37  982678
38  2002778
39  3569783
40  5598047
41  7743907
42  9483607
43  10345859
44  10346936
45  10365799
46  10360990
47  10335920
48  10364847
49  10355937
50  10347228
51  10332609
52  10350235
53  10385995
54  10409691
55  10400387
56  10441180
57  10468733
58  10509468
59  10542188
60  10591789
61  10634634
62  10660557
63  10697676
64  10710740
65  10748173
66  10711613
67  10695139
68  10517373
69  10423972
70  10446334
71  10440221
72  10269312
73  10238953
74  10248588
75  10545006
76  11121838
77  11301083
78  12099043
79  12213567
80  13329208
81  14541139
82  16403645
83  17771948
84  19211773
85  18097991
86  12841432
87  12116898
88  12482702
89  12309200
90  12084003
