# well_width: 1.3
# ff: 0.3
# N: 20
# walls: 0
# cell dimensions: (6.53631, 6.53631, 6.53631)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 120
# min_T: 0.2
# fractional_sample_error after initialization: 0.475
# min_important_energy after initialization: 95

# histogram method: tmmc
# none: 3000000
# iterations: 3000000
# working moves: 17013440
# total moves: 35472000
# acceptance rate: 0.47963

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0
24  0
25  0
26  0
27  0
28  0
29  0
30  0
31  0
32  0
33  0
34  0
35  0
36  0
37  0
38  0
39  0
40  0
41  0
42  0
43  0
44  0
45  0
46  0
47  0
48  0
49  0.0609071
50  0.217165
51  0.480304
52  0.830807
53  1.27346
54  -4.15536
55  2.42221
56  3.13116
57  3.92068
58  4.78381
59  5.72256
60  6.74929
61  7.85355
62  9.01966
63  10.2621
64  6.68246
65  12.963
66  14.3947
67  15.9072
68  17.4743
69  19.0919
70  20.7693
71  22.5162
72  24.3451
73  26.2228
74  28.1726
75  30.1909
76  32.2556
77  34.3445
78  36.5133
79  38.7471
80  41.0761
81  43.4376
82  45.8611
83  48.3144
84  50.8658
85  53.4166
86  56.0711
87  58.6981
88  61.4008
89  64.0704
90  66.737
91  69.3934
92  72.14
93  74.9926
94  78.1847
95  81.9514
96  85.6248
97  90.6248
98  95.6248
99  100.625
100  105.625
101  110.625
102  115.625
103  120.625
104  125.625
105  130.625
106  135.625
107  140.625
108  145.625
109  150.625
110  155.625
111  160.625
112  165.625
113  170.625
114  175.625
115  180.625
116  185.625
117  190.625
118  195.625
119  200.625
