# version: 0.0.0-180-gcbcf83e-dirty
# well_width: 1.3
# ff: 0.3
# N: 24
# walls: 0
# cell dimensions: (6.94586, 6.94586, 6.94586)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 144
# min_T: 0.2
# fractional_sample_error after initialization: 0.00749403
# min_important_energy after initialization: 117

# histogram method: oetmmc
# init_iter_limit: 57600000
# iterations: 57600000
# working moves: 724319363
# total moves: 1382400000
# acceptance rate: 0.523958

# energy	samples
58  0
59  4085314
60  2202166
61  1443731
62  1020457
63  747393
64  562162
65  430945
66  336034
67  266435
68  213947
69  173520
70  142121
71  117499
72  98261
73  82465
74  69992
75  59743
76  51232
77  44114
78  38114
79  33017
80  28853
81  25248
82  22295
83  19676
84  17404
85  15439
86  13717
87  12255
88  11023
89  9857
90  8840
91  7974
92  7197
93  6436
94  5854
95  5305
96  4793
97  4388
98  3973
99  3569
100  3205
101  2860
102  2566
103  2238
104  1911
105  1679
106  1466
107  1256
108  1047
109  832
110  673
111  581
112  486
113  384
114  295
115  236
116  145
117  92
118  33
119  3
120  1
