# well_width: 1.3
# ff: 0.3
# N: 21
# walls: 0
# cell dimensions: (6.64348, 6.64348, 6.64348)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 120
# min_T: 0.2
# fractional_sample_error after initialization: 1
# min_important_energy after initialization: 102

# histogram method: oetmmc
# none: 3000000
# iterations: 3000000
# working moves: 22008651
# total moves: 63000000
# acceptance rate: 0.349344

# energy	samples
50  0
51  67696
52  36536
53  23933
54  16766
55  12134
56  9101
57  7019
58  5423
59  4312
60  3446
61  2797
62  2281
63  1881
64  1571
65  1301
66  1100
67  908
68  774
69  653
70  561
71  472
72  403
73  350
74  314
75  266
76  240
77  207
78  178
79  157
80  140
81  121
82  106
83  96
84  78
85  71
86  61
87  55
88  44
89  37
90  32
91  28
92  23
93  18
94  15
95  10
96  9
97  6
98  4
99  3
100  3
101  3
102  3
103  2
