# version: 0.0.0-115-g9829181-dirty
# well_width: 1.3
# ff: 0.3
# N: 26
# walls: 0
# cell dimensions: (7.13368, 7.13368, 7.13368)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 156
# min_T: 0.2
# fractional_sample_error after initialization: 0.00425896
# min_important_energy after initialization: 129

# histogram method: tmmc
# init_iter_limit: 67600000
# iterations: 67600000
# working moves: 824948041
# total moves: 1757600000
# acceptance rate: 0.469361

# energy	samples
61  0
62  3720723
63  2086046
64  1391109
65  998764
66  744044
67  566284
68  439588
69  346955
70  277680
71  225084
72  184307
73  152436
74  127321
75  107041
76  90772
77  77623
78  66617
79  57619
80  50056
81  43723
82  38302
83  33729
84  29881
85  26507
86  23570
87  21014
88  18797
89  16857
90  15095
91  13620
92  12266
93  11085
94  10031
95  9160
96  8367
97  7615
98  6998
99  6399
100  5886
101  5397
102  4970
103  4560
104  4216
105  3913
106  3619
107  3344
108  3089
109  2823
110  2577
111  2383
112  2154
113  1964
114  1779
115  1618
116  1461
117  1332
118  1204
119  1070
120  951
121  849
122  735
123  626
124  536
125  446
126  373
127  296
128  215
129  121
130  70
131  46
132  27
133  1
