# version: 0.0.0-88-g616c435-dirty
# well_width: 1.3
# ff: 0.3
# N: 16
# walls: 0
# cell dimensions: (6.06777, 6.06777, 6.06777)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 96
# min_T: 0.2
# fractional_sample_error after initialization: 0.107938
# min_important_energy after initialization: 76

# histogram method: oetmmc
# init_iter_limit: 25600000
# iterations: 25600000
# working moves: 177987393
# total moves: 409600000
# acceptance rate: 0.43454

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0
24  0
25  0
26  0
27  0
28  0
29  0
30  0
31  0
32  0
33  0
34  0
35  0
36  0
37  0
38  0
39  -0.0563468
40  0.0503971
41  0.29515
42  0.650587
43  1.11054
44  1.67845
45  2.35111
46  3.12167
47  3.98512
48  4.94274
49  6.00552
50  7.13322
51  8.34475
52  9.65711
53  11.0349
54  12.5283
55  14.0779
56  15.7116
57  17.406
58  19.1362
59  21.1168
60  23.1166
61  25.2287
62  27.4171
63  29.7602
64  32.1602
65  34.8277
66  37.5757
67  40.4936
68  43.6502
69  47.1667
70  50.7099
71  54.3987
72  58.1256
73  62.1838
74  66.1354
75  70.504
76  75.6681
77  80.6681
78  85.6681
79  90.6681
80  95.6681
81  100.668
82  105.668
83  110.668
84  115.668
85  120.668
86  125.668
87  130.668
88  135.668
89  140.668
90  145.668
91  150.668
92  155.668
93  160.668
94  165.668
95  170.668
