# version: 0.0.0-115-g9829181-dirty
# well_width: 1.3
# ff: 0.3
# N: 20
# walls: 0
# cell dimensions: (6.53631, 6.53631, 6.53631)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 120
# min_T: 0.2
# fractional_sample_error after initialization: 0.003785
# min_important_energy after initialization: 95

# histogram method: oetmmc
# init_iter_limit: 40000000
# iterations: 40000000
# working moves: 391211341
# total moves: 800000000
# acceptance rate: 0.489014

# energy	samples
48  0
49  2577268
50  1382448
51  892500
52  620552
53  447384
54  331943
55  251083
56  193248
57  151094
58  119540
59  95856
60  77811
61  63545
62  52274
63  43450
64  36365
65  30604
66  25760
67  21932
68  18803
69  16069
70  13838
71  11990
72  10359
73  8962
74  7814
75  6831
76  6004
77  5290
78  4645
79  4084
80  3597
81  3139
82  2723
83  2344
84  2012
85  1718
86  1435
87  1128
88  901
89  686
90  486
91  318
92  201
93  128
94  92
95  83
96  70
97  10
