# version: 0.0.0-180-gcbcf83e-dirty
# well_width: 1.3
# ff: 0.3
# N: 20
# walls: 0
# cell dimensions: (6.53631, 6.53631, 6.53631)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 120
# min_T: 0.2
# fractional_sample_error after initialization: 0.00353837
# min_important_energy after initialization: 95

# histogram method: Wang-Landau
# wl_factor: 0.125
# wl_fmod: 2
# wl_threshold: 3
# wl_cutoff: 1e-06
# init_iter_limit: 40000000
# iterations: 40000000
# working moves: 374500920
# total moves: 800000000
# acceptance rate: 0.468126

# energy	samples
48  0
49  1990104
50  1073942
51  696541
52  485691
53  351251
54  260257
55  197691
56  152621
57  119805
58  95127
59  76599
60  62253
61  51134
62  42362
63  35382
64  29739
65  25169
66  21457
67  18431
68  16007
69  13815
70  12059
71  10547
72  9234
73  8163
74  7220
75  6433
76  5707
77  5049
78  4518
79  4000
80  3540
81  3139
82  2740
83  2409
84  2072
85  1785
86  1501
87  1222
88  956
89  763
90  583
91  434
92  296
93  197
94  157
95  147
96  108
97  3
