# version: 0.0.0-120-geb27c50-dirty
# well_width: 1.3
# ff: 0.1
# N: 20
# walls: 0
# cell dimensions: (9.42699, 9.42699, 9.42699)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 120
# min_T: 0.1
# fractional_sample_error after initialization: 0.00469621
# min_important_energy after initialization: 75

# histogram method: tmmc
# optimistic_min_samples: 10000
# iterations: 10000000000
# working moves: 128049736033
# total moves: 200000000000
# acceptance rate: 0.640249

# energy	samples
12  0
13  208238378
14  96785066
15  54603856
16  33569292
17  22097921
18  15416081
19  11283152
20  8579104
21  6725818
22  5404250
23  4430989
24  3694536
25  3123837
26  2673707
27  2313353
28  2019510
29  1777939
30  1576568
31  1406970
32  1263941
33  1141456
34  1035755
35  944187
36  864919
37  796027
38  735386
39  681913
40  634410
41  592416
42  554945
43  521469
44  491328
45  464141
46  439835
47  417446
48  396920
49  378042
50  360609
51  344467
52  329082
53  314673
54  301022
55  287937
56  275333
57  263287
58  251509
59  240056
60  228717
61  217168
62  205783
63  194298
64  182629
65  170846
66  158490
67  145376
68  131440
69  115397
70  97069
71  76484
72  56037
73  36224
74  22843
75  3684
76  178
