# well_width: 1.3
# ff: 0.3
# N: 21
# walls: 0
# cell dimensions: (6.64348, 6.64348, 6.64348)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 120
# min_T: 0.2
# fractional_sample_error after initialization: 0.318457
# min_important_energy after initialization: 102

# histogram method: Wang-Landau
# wl_factor: 0.125
# wl_fmod: 2
# wl_threshold: 3
# wl_cutoff: 1e-06
# none: 3000000
# iterations: 3000000
# working moves: 29506311
# total moves: 63000000
# acceptance rate: 0.468354

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0
24  0
25  0
26  0
27  0
28  0
29  0
30  0
31  0
32  0
33  0
34  0
35  0
36  0
37  0
38  0
39  0
40  0
41  0
42  0
43  0
44  0
45  0
46  0
47  0
48  0
49  0
50  0
51  0.0346287
52  0.166325
53  0.396032
54  0.711929
55  1.11623
56  1.60894
57  2.17148
58  2.81239
59  3.52492
60  4.33027
61  5.23228
62  6.19659
63  7.2228
64  8.32252
65  9.50191
66  10.7445
67  12.0554
68  13.4203
69  14.8411
70  16.327
71  17.8427
72  19.4236
73  21.0892
74  22.811
75  24.5701
76  26.3846
77  28.2654
78  30.1722
79  32.1448
80  34.19
81  36.3253
82  38.4958
83  40.7072
84  42.9775
85  45.2965
86  47.6384
87  49.9975
88  52.3962
89  54.7761
90  57.1229
91  59.4869
92  61.8137
93  64.1692
94  66.5704
95  69.0407
96  71.546
97  74.205
98  77.0391
99  80.0987
100  83.4005
101  87.138
102  91.576
103  96.576
104  101.576
105  106.576
106  111.576
107  116.576
108  121.576
109  126.576
110  131.576
111  136.576
112  141.576
113  146.576
114  151.576
115  156.576
116  161.576
117  166.576
118  171.576
119  176.576
