# version: 0.0.0-180-gcbcf83e-dirty
# well_width: 1.3
# ff: 0.3
# N: 23
# walls: 0
# cell dimensions: (6.84802, 6.84802, 6.84802)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 132
# min_T: 0.2
# fractional_sample_error after initialization: 0.00177015
# min_important_energy after initialization: 110

# histogram method: Wang-Landau
# wl_factor: 0.125
# wl_fmod: 2
# wl_threshold: 3
# wl_cutoff: 1e-06
# init_iter_limit: 52900000
# iterations: 52900000
# working moves: 582707123
# total moves: 1216700000
# acceptance rate: 0.478924

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0
24  0
25  0
26  0
27  0
28  0
29  0
30  0
31  0
32  0
33  0
34  0
35  0
36  0
37  0
38  0
39  0
40  0
41  0
42  0
43  0
44  0
45  0
46  0
47  0
48  0
49  0
50  0
51  0
52  0
53  0
54  0
55  0
56  0.0576713
57  0.210852
58  0.439311
59  0.761579
60  1.15058
61  1.63193
62  2.19181
63  2.81691
64  3.51645
65  4.2963
66  5.16245
67  6.08253
68  7.06017
69  8.08816
70  9.17899
71  10.3139
72  11.5022
73  12.767
74  14.0486
75  15.3816
76  16.794
77  18.2342
78  19.7323
79  21.2536
80  22.8249
81  24.4644
82  26.1177
83  27.8273
84  29.5666
85  31.3402
86  33.1485
87  34.987
88  36.8971
89  38.8381
90  40.8219
91  42.8653
92  44.9494
93  47.0831
94  49.2847
95  51.4412
96  53.5974
97  55.8071
98  58.0398
99  60.3086
100  62.715
101  65.2379
102  67.8286
103  70.4721
104  73.2736
105  76.1475
106  79.1488
107  82.4817
108  86.0803
109  90.1194
110  94.5743
111  99.5743
112  104.574
113  109.574
114  114.574
115  119.574
116  124.574
117  129.574
118  134.574
119  139.574
120  144.574
121  149.574
122  154.574
123  159.574
124  164.574
125  169.574
126  174.574
127  179.574
128  184.574
129  189.574
130  194.574
131  199.574
