# version: 0.0.0-115-g9829181-dirty
# well_width: 1.3
# ff: 0.3
# N: 10
# walls: 0
# cell dimensions: (4.05649, 4.05649, 8.48528)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 60
# min_T: 0.1
# fractional_sample_error after initialization: 0.00891711
# min_important_energy after initialization: 37

# histogram method: tmmc
# optimistic_min_samples: 10000
# iterations: 36475801
# working moves: 168783188
# total moves: 364758012
# acceptance rate: 0.462726

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0.12954
21  0.617522
22  1.47826
23  2.71821
24  4.32089
25  6.22204
26  8.30257
27  10.463
28  12.7111
29  15.0498
30  17.4491
31  19.983
32  22.7847
33  26.2121
34  29.7218
35  34.5937
36  38.2331
37  42.8029
38  52.8029
39  62.8029
40  72.8029
41  82.8029
42  92.8029
43  102.803
44  112.803
45  122.803
46  132.803
47  142.803
48  152.803
49  162.803
50  172.803
51  182.803
52  192.803
53  202.803
54  212.803
55  222.803
56  232.803
57  242.803
58  252.803
59  262.803
