# well_width: 1.3
# ff: 0.3
# N: 20
# walls: 0
# cell dimensions: (6.53631, 6.53631, 6.53631)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 120
# min_T: 0.1
# fractional_sample_error after initialization: 0.090103

# histogram method: Wang-Landau
# wl_factor: 0.125
# wl_fmod: 2
# wl_threshold: 3
# wl_cutoff: 1e-06
# none: 200
# iterations: 5373720
# working moves: 50480358
# total moves: 107474400
# acceptance rate: 0.469697

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0
24  0
25  0
26  0
27  0
28  0
29  0
30  0
31  0
32  0
33  0
34  0
35  0
36  0
37  0
38  0
39  0
40  0
41  0
42  0
43  0
44  0
45  0
46  0
47  0
48  0
49  0.0665855
50  0.230347
51  0.492626
52  0.845602
53  1.28831
54  1.82141
55  2.44081
56  3.14902
57  3.93821
58  4.80426
59  5.74824
60  6.77697
61  7.87978
62  9.04969
63  10.2925
64  11.6043
65  12.9881
66  14.4276
67  15.95
68  17.5091
69  19.1503
70  20.8321
71  22.5805
72  24.3822
73  26.2586
74  28.1928
75  30.1973
76  32.264
77  34.4029
78  36.6149
79  38.885
80  41.2295
81  43.6335
82  46.0919
83  48.6126
84  51.1775
85  53.7937
86  56.4705
87  59.1712
88  61.911
89  64.5802
90  67.1811
91  69.7685
92  72.415
93  75.2254
94  78.3621
95  82.1463
96  90.4416
97  100.442
98  110.442
99  120.442
100  130.442
101  140.442
102  150.442
103  160.442
104  170.442
105  180.442
106  190.442
107  200.442
108  210.442
109  220.442
110  230.442
111  240.442
112  250.442
113  260.442
114  270.442
115  280.442
116  290.442
117  300.442
118  310.442
119  320.442
