# well_width: 1.3
# ff: 0.3
# N: 21
# walls: 0
# cell dimensions: (6.64348, 6.64348, 6.64348)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 120
# min_T: 0.2
# fractional_sample_error after initialization: 1
# min_important_energy after initialization: 102

# histogram method: oetmmc
# none: 3000000
# iterations: 3000000
# working moves: 17682805
# total moves: 63000000
# acceptance rate: 0.280679

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0
24  0
25  0
26  0
27  0
28  0
29  0
30  0
31  0
32  0
33  0
34  0
35  0
36  0
37  0
38  0
39  0
40  0
41  0
42  0
43  0
44  0
45  0
46  0
47  0
48  0
49  0
50  0
51  0.0129518
52  0.143343
53  0.360898
54  0.683217
55  1.08809
56  1.58717
57  2.15725
58  2.79846
59  3.53124
60  4.3283
61  5.20939
62  6.15364
63  7.18565
64  8.25132
65  9.42551
66  10.6826
67  11.9754
68  13.3034
69  14.7843
70  16.2411
71  17.7668
72  19.3496
73  21.0461
74  22.6991
75  24.4738
76  26.272
77  28.1508
78  29.9998
79  31.9254
80  34.0118
81  35.9824
82  38.23
83  40.3906
84  42.6068
85  44.7973
86  47.2944
87  49.6522
88  51.8823
89  54.3445
90  56.6881
91  59.1501
92  61.6305
93  64.1752
94  66.8432
95  69.5318
96  72.3178
97  74.9459
98  77.8153
99  81.0077
100  84.8879
101  89.3354
102  96.0022
103  101.002
104  106.002
105  111.002
106  116.002
107  121.002
108  126.002
109  131.002
110  136.002
111  141.002
112  146.002
113  151.002
114  156.002
115  161.002
116  166.002
117  171.002
118  176.002
119  181.002
