# well_width: 1.3
# ff: 0.3
# N: 20
# walls: 0
# cell dimensions: (6.53631, 6.53631, 6.53631)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 120
# min_T: 0.2
# fractional_sample_error after initialization: 0.707046
# min_important_energy after initialization: 95

# histogram method: oetmmc
# none: 3000000
# iterations: 3000000
# working moves: 27626730
# total moves: 60000000
# acceptance rate: 0.460446

# energy	samples
48  0
49  211074
50  682
51  4725
52  4233
53  4082
54  3867
55  3642
56  3382
57  3135
58  2875
59  2645
60  2218
61  1623
62  1053
63  1016
64  887
65  685
66  513
67  295
68  292
69  288
70  281
71  268
72  252
73  237
74  203
75  185
76  163
77  140
78  138
79  130
80  111
81  104
82  98
83  91
84  81
85  78
86  66
87  55
88  43
89  35
90  30
91  22
92  15
93  11
94  7
95  6
96  6
97  3
