# well_width: 1.3
# ff: 0.2
# N: 22
# walls: 0
# cell dimensions: (7.72373, 7.72373, 7.72373)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 132
# min_T: 0.1
# fractional_sample_error after initialization: 1
# min_important_energy after initialization: 94

# histogram method: tmmc
# pessimistic_min_samples: 100000000
# iterations: 100000000
# working moves: 397108077
# total moves: 2200000000
# acceptance rate: 0.180504

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0
24  0
25  0
26  0
27  0
28  0
29  0
30  0.0453789
31  0.189048
32  0.380316
33  0.631715
34  0.960818
35  1.37571
36  1.89149
37  2.48154
38  3.12561
39  3.75487
40  4.55666
41  5.46262
42  5.98439
43  6.92201
44  7.4455
45  7.89847
46  8.15489
47  10.0663
48  11.8505
49  13.5535
50  15.2277
51  17.1291
52  18.7113
53  20.7661
54  22.3324
55  23.8823
56  25.5046
57  26.9948
58  29.0019
59  30.6748
60  32.5209
61  34.4319
62  36.3753
63  38.4863
64  40.4664
65  42.9425
66  45.8446
67  49.0442
68  53.2719
69  56.84
70  61.7447
71  65.2753
72  69.7574
73  73.4867
74  75.7903
75  79.3258
76  82.8324
77  87.4336
78  93.7291
79  98.4152
80  103.102
81  108.08
82  114.81
83  121.522
84  126.579
85  130.041
86  133.905
87  138.284
88  142.95
89  148.347
90  154.198
91  161.619
92  168.204
93  175.477
94  184.875
95  194.875
96  204.875
97  214.875
98  224.875
99  234.875
100  244.875
101  254.875
102  264.875
103  274.875
104  284.875
105  294.875
106  304.875
107  314.875
108  324.875
109  334.875
110  344.875
111  354.875
112  364.875
113  374.875
114  384.875
115  394.875
116  404.875
117  414.875
118  424.875
119  434.875
120  444.875
121  454.875
122  464.875
123  474.875
124  484.875
125  494.875
126  504.875
127  514.875
128  524.875
129  534.875
130  544.875
131  554.875
