# version: 0.0.0-109-ge280603-dirty
# well_width: 1.3
# ff: 0.3
# N: 14
# walls: 0
# cell dimensions: (5.80361, 5.80361, 5.80361)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 84
# min_T: 0.2
# fractional_sample_error after initialization: 0.00563755
# min_important_energy after initialization: 65

# histogram method: tmmc
# init_iter_limit: 19600000
# iterations: 19600000
# working moves: 137538493
# total moves: 274400000
# acceptance rate: 0.501234

# min_important_energy: 65

# energy   counts
21  22
22  151
23  1105
24  6362
25  28986
26  108451
27  333164
28  850371
29  1820614
30  3304938
31  5096477
32  6754327
33  7704328
34  7651772
35  7652480
36  7630751
37  7619434
38  7633719
39  7663912
40  7674494
41  7683869
42  7679159
43  7699475
44  7653268
45  7656294
46  7660604
47  7676686
48  7693964
49  7689021
50  7705035
51  7683370
52  7729767
53  7720559
54  7750445
55  7768331
56  7673972
57  7519535
58  7516347
59  7444957
60  7531875
61  7668000
62  7017552
63  7516811
64  7443959
65  7431006
66  4650281
